,Enregy,Sample,Fit,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0001,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0050
0,29149.8573346925,0.005296892915797515,0.0063219124536470425,0.00630189223185941,2.0020221787632494e-05
1,29150.1183173677,0.0036743630587328115,0.006048518909984192,0.006027940033711971,2.0578876272221585e-05
2,29150.4315027851,0.004766566188709058,0.0036311086056995522,0.0036091968737608495,2.19117319387028e-05
3,29150.744694974,0.00368647872518169,0.0066531080152775575,0.006624267133772807,2.8840881504750425e-05
4,29151.0056936376,0.003975816506503837,0.005590615937193642,0.005559340950393631,3.127498680001075e-05
5,29151.2666970039,0.005524798095743492,0.002919196348964079,0.0028948281172441115,2.4368231719967678e-05
6,29151.5799072512,0.0053586538163483445,0.004268712648752883,0.004243357355455652,2.535529329723153e-05
7,29151.8409209639,0.005843738554222139,0.004155964281768459,0.004133351703851591,2.2612577916868047e-05
8,29152.1019393797,0.00613973525706071,0.0036428497598418345,0.003621717586813857,2.1132173027977258e-05
9,29152.415167687,0.005593751592208777,0.006633596132774621,0.006616924290034442,1.667184274017858e-05
10,29152.6761964502,0.005735777833221673,0.0059987894971142534,0.005977109544960306,2.167995215394757e-05
11,29152.9372299169,0.0047539721234588226,0.004762514711545174,0.004739958249195754,2.2556462349419843e-05
12,29153.2504762858,0.0083092336419571,0.007528220217271582,0.007506160971284196,2.2059245987386622e-05
13,29153.5115201007,0.006494922936448202,0.007730864714298173,0.007705109513013372,2.5755201284801184e-05
14,29153.7725686195,0.008714723853467362,0.006590034529531208,0.006561246515804216,2.8788013726991694e-05
15,29154.0858330515,0.00814563147421028,0.007776290211125585,0.00775514661027436,2.1143600851225098e-05
16,29154.3468919194,0.007343151269339762,0.010121691014092256,0.010096596493568087,2.5094520524168938e-05
17,29154.6079554917,0.007950402122222151,0.009736674680741637,0.009710305959573567,2.6368721168070342e-05
18,29154.9212379884,0.007124508407283449,0.009589461612183721,0.009564442174024265,2.5019438159455223e-05
19,29155.1823119106,0.005634558412775521,0.006947918839102974,0.00692477089536235,2.3147943740624206e-05
20,29155.4433905377,0.008193877256993047,0.008479660934345818,0.00845003817019662,2.9622764149197144e-05
21,29155.7566911006,0.007937582897041781,0.011366489127845708,0.01133601401450688,3.0475113338828793e-05
22,29156.0699984387,0.007463608153805227,0.008624727371862644,0.008593644255277902,3.108311658474088e-05
23,29156.3310930628,0.007760452248059223,0.009183167417445856,0.009152333047157894,3.08343702879617e-05
24,29156.6444128228,0.009911167379559577,0.009689736546149188,0.009657888922039632,3.184762410955542e-05
25,29156.9055177987,0.00903177767318152,0.007608444724042792,0.007572994381023658,3.545034301913303e-05
26,29157.1666274803,0.010340150250694114,0.010869049571095355,0.010837027572625526,3.202199846982886e-05
27,29157.4799653097,0.011037180555864801,0.009758949875909572,0.009725392180997083,3.3557694912489176e-05
28,29157.741085344,0.011018373226477356,0.008206595402353366,0.008166831242078305,3.9764160275062205e-05
29,29158.0022100843,0.010905154361062324,0.007334104924569133,0.007293447516732791,4.065740783634238e-05
30,29158.2633395307,0.011560426453251279,0.010046450198001823,0.010007690701605997,3.875949639582715e-05
31,29158.5767010786,0.009766897446271875,0.009827966863586965,0.009790430362952582,3.7536500634382956e-05
32,29158.8378408789,0.012115111266178763,0.01051444043500497,0.010476987588283979,3.745284672099104e-05
33,29159.0989853857,0.011123662856835822,0.008538915143832447,0.008499191440509977,3.972370332247013e-05
34,29159.4123650067,0.011870217689404966,0.0108214615320293,0.010778835277062124,4.262625496717583e-05
35,29159.6735198683,0.012036429710476429,0.01027251683540136,0.010222956503263252,4.9560332138107646e-05
36,29159.9869119155,0.012416014436545235,0.011196633434802525,0.011146088444658486,5.0544990144039786e-05
37,29160.2480771325,0.012335220158212977,0.010552974307965745,0.010504244301475786,4.873000648995828e-05
38,29160.5614816065,0.012460555145486163,0.011008114144024762,0.010961248249281116,4.686589474364598e-05
39,29160.8226571796,0.011714575155545984,0.011167853571720537,0.011119874266610581,4.797930510995679e-05
40,29161.0838374601,0.010544191880188987,0.012717355424417345,0.012664361655120922,5.299376929642368e-05
41,29161.3972600109,0.012055768582370683,0.01372312885135427,0.01366902584450284,5.4103006851428964e-05
42,29161.6584506484,0.013919121128526743,0.014156576079595829,0.01410502600923229,5.155007036353828e-05
43,29161.9196459938,0.01433359170484154,0.012848821173067255,0.012796680156923835,5.214101614341977e-05
44,29162.2330866228,0.015232952254848572,0.014658684379033149,0.014602909475620592,5.5774903412556343e-05
45,29162.5465340317,0.013760935115829735,0.01569635609328833,0.015646265555440176,5.009053784815467e-05
46,29162.8077453849,0.015214534657028959,0.014535661635658297,0.014480480009795705,5.5181625862591644e-05
47,29163.0689614465,0.015888640012357246,0.01528901814830924,0.015224116822887327,6.490132542191262e-05
48,29163.3824269358,0.014803912168538541,0.015942166235331647,0.01587491787454092,6.724836079072614e-05
