,Enregy,Sample,Fit,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0001,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0050
0,29149.9095308513,0.004222473357364648,0.006441768695819094,0.005649415076511353,0.0007923536193077409
1,29150.1705144671,0.006026594859110117,0.005483431154338506,0.0046723958727718186,0.0008110352815666873
2,29150.483701013,0.00514800395759563,0.004364249759601332,0.003473594482279101,0.0008906552773222305
3,29150.744694974,0.006209543129973762,0.00685213038855489,0.005719347044062006,0.001132783344492884
4,29151.0056936376,0.004971206714964936,0.006028284745311608,0.004799897043623239,0.0012283877016883694
5,29151.3188982414,0.00749592745567531,0.003426649600554732,0.0025068666871963896,0.0009197829133583424
6,29151.5799072512,0.007233474621700255,0.0046595656785147575,0.003663685787079918,0.0009958798914348399
7,29151.8931242708,0.006135559455308925,0.004158986282756807,0.0033003944485477375,0.000858591834209069
8,29152.1541436273,0.006139022792284001,0.004334923427403602,0.0035144960421118455,0.0008204273852917565
9,29152.415167687,0.00829494924133017,0.006367827274251806,0.005713007282880591,0.0006548199913712147
10,29152.7284027673,0.00878735142155898,0.005706032498996443,0.004809938035732518,0.0008960944632639251
11,29152.9894371747,0.009092026140893284,0.005193121896427849,0.0043291214156046184,0.0008640004808232307
12,29153.3026846724,0.0076259957110634945,0.007590056244943413,0.00670121110264613,0.0008888451422972834
13,29153.5637294281,0.010381628196760048,0.007506685621514485,0.006462262308480202,0.0010444233130342821
14,29153.8247788878,0.007650382992297169,0.0067191427651119885,0.005599042630599065,0.0011201001345129235
15,29154.1380444487,0.006665807667243027,0.00797928972040239,0.007175376913126128,0.0008039128072762609
16,29154.3991042575,0.007971873672437603,0.009825618242634341,0.008782768922393568,0.0010428493202407727
17,29154.7123822379,0.009153526006050938,0.009439543960827211,0.00846400556875783,0.000975538392069382
18,29154.9734523964,0.007853127373688828,0.008831258011612724,0.007845100397272528,0.000986157614340197
19,29155.2867427969,0.007217855250712403,0.006964424898467824,0.006035378633523272,0.0009290462649445515
20,29155.5478233058,0.008266819751048825,0.009730598782642305,0.008417899892102088,0.0013126988905402181
21,29155.8611261271,0.008489461624256131,0.010462138265551653,0.00936745287324359,0.0010946853923080619
22,29156.1222169871,0.007644788106393495,0.00850567664718183,0.007241203958322322,0.0012644726888595076
23,29156.4355322299,0.008843744208731456,0.009558375543958633,0.00841826184067452,0.001140113703284113
24,29156.6966334415,0.00887609419656536,0.009223713899331538,0.007916634309671718,0.001307079589659821
25,29157.0099611067,0.010082083025788929,0.00871707228575403,0.0073637742888046556,0.001353297996949374
26,29157.2710726705,0.008698133474437635,0.011025064477892633,0.009806577707489576,0.0012184867704030573
27,29157.5844127587,0.009538106503063406,0.009178777109947163,0.007755655392519601,0.0014231217174275617
28,29157.8455346754,0.008564740496676743,0.008159121354592208,0.006545515038911629,0.0016136063156805796
29,29158.1066612981,0.008206891774538452,0.008511570182774007,0.006959566443167339,0.001552003739606669
30,29158.4200194575,0.010636953422339349,0.010562041631169543,0.009040565349681557,0.0015214762814879863
31,29158.6811564339,0.011877019534102137,0.00993939156554629,0.008499967230070392,0.0014394243354758972
32,29158.9422981168,0.011361909313784963,0.010201966312387234,0.008675839388677649,0.001526126923709585
33,29159.255674349,0.011905088477734308,0.009308462243258183,0.007736899757424045,0.0015715624858341378
34,29159.5168263865,0.011830483466163024,0.011374332982970387,0.009586468045723984,0.0017878649372464013
35,29159.7779831309,0.010076055983665936,0.010730614548215854,0.008720254341196887,0.0020103602070189667
36,29160.0913774374,0.011148266059029563,0.011507395533346924,0.009568517198054832,0.0019388783352920923
37,29160.4047785222,0.012030414964724904,0.010994235576885737,0.009083702254692648,0.0019105333221930895
38,29160.6659512708,0.012412037296527031,0.01132110338055506,0.00952178382710308,0.0017993195534519813
39,29160.9271287269,0.014256811666292227,0.011976226155138095,0.00997758721008256,0.0019986389450555343
40,29161.2405478881,0.014998482764190682,0.013616874935496457,0.011537563893127344,0.002079311042369114
41,29161.5017357009,0.014032412651596196,0.01418477339607548,0.01203839844341789,0.0021463749526575895
42,29161.7629282216,0.013163375885173167,0.013761320757701789,0.011831159971314963,0.0019301607863868252
43,29162.0763654608,0.014159611018613176,0.013651265942902436,0.011365623563413614,0.0022856423794888224
44,29162.3375683391,0.016294225045472236,0.015300238896742167,0.013295244500238203,0.002004994396503965
45,29162.5987759256,0.014957447065818,0.015337812086706497,0.013322004163625747,0.002015807923080751
46,29162.9122312445,0.013076356237030748,0.01485467981799983,0.012591732723214663,0.0022629470947851675
47,29163.1734491896,0.016406796997185842,0.016190552978619165,0.013456381627595085,0.0027341713510240805
48,29163.4346718433,0.016678681112285786,0.0162560883776037,0.013689994999467726,0.002566093378135973
49,29163.7481452433,0.01379896513923091,0.015485692429165508,0.012975544919114816,0.0025101475100506913
50,29164.0093782564,0.01864940089144367,0.014534385305571152,0.012087871506688054,0.002446513798883097
51,29164.3228640881,0.01791395229606533,0.015422862081447468,0.013151692045264864,0.0022711700361826037
52,29164.5841074613,0.01957962556762601,0.017581793078121962,0.015264821253437451,0.002316971824684512
53,29164.8453555438,0.018058471448905697,0.01813568916857059,0.015726331285957934,0.0024093578826126574
54,29165.1066083358,0.018523711365730566,0.01811938749771459,0.015694882623209568,0.0024245048745050227
55,29165.3678658373,0.017021148159711924,0.01806658893704515,0.015531070645548211,0.00253551829149694
56,29165.681381056,0.01906604241672575,0.019066052116970905,0.01626924914577362,0.002796802971197287
57,29165.9949030568,0.019537034283501203,0.019673179795127588,0.016936512272780747,0.0027366675223468393
58,29166.2561765718,0.019424671416549362,0.019009326029263852,0.015994221874335354,0.003015104154928499
59,29166.517454797,0.01765898282632503,0.019895633547011782,0.017046064195404644,0.0028495693516071376
60,29166.8309948848,0.021583409796463303,0.020504341618318482,0.017392238521804274,0.0031121030965142087
61,29167.0922834727,0.02172144116864567,0.019585867230159915,0.016571214874205438,0.0030146523559544777
62,29167.3535767711,0.02308641745576695,0.02071540841018078,0.017650936098503132,0.0030644723116776463
63,29167.6671349473,0.022233454271809304,0.019713454604546914,0.016700708421558866,0.003012746182988049
64,29167.9284386094,0.023488465457021712,0.020902792083648217,0.017700799793189222,0.003201992290458996
65,29168.1897469824,0.024005341476621617,0.02160640987767062,0.01860083025678232,0.0030055796208883017
66,29168.5033232487,0.02286029955494212,0.0198475135142303,0.016434002576741748,0.0034135109374885545
67,29168.7646419863,0.024079340796552638,0.021381681478597397,0.01799999664081818,0.0033816848377792173
68,29169.0259654352,0.024262018883106366,0.023741885990095104,0.020568690264824486,0.0031731957252706185
