,Enregy,Sample,Fit,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0001,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0050
0,29149.752942939,0.005886582787419341,0.005790117919308385,0.005691076713110611,9.904120619777339e-05
1,29150.0139237334,0.006309013569306724,0.006698893481808702,0.006595371694605204,0.00010352178720349819
2,29150.27490923,0.007064744021012352,0.004165809575243291,0.004060120204335995,0.00010568937090729588
3,29150.5880980331,0.006300893141935067,0.005294382069632439,0.005167974110881675,0.00012640795875076415
4,29150.8490938751,0.005234689227041884,0.006805872949922456,0.006649596743394877,0.00015627620652757893
5,29151.162295093,0.005231963643231882,0.0036348564357947624,0.0034952930681583553,0.00013956336763640723
6,29151.423301281,0.008374234470093974,0.003412818226703248,0.0032938066021274102,0.00011901162457583791
7,29151.7365149144,0.0067753011730385055,0.004578050078301471,0.004453806775887203,0.00012424330241426882
8,29151.997531449,0.008107428522670929,0.003417177478138515,0.0033092797647816716,0.00010789771335684309
9,29152.2585526868,0.005988820713955926,0.0052739482349232645,0.005175393155634209,9.85550792890556e-05
10,29152.5717843805,0.005874997978698749,0.00660347606375671,0.006508922829948797,9.455323380791278e-05
11,29152.8328159658,0.00290020370896991,0.004921665738981654,0.004802994524518953,0.00011867121446270092
12,29153.1460600769,0.006233147526793073,0.006617048157914066,0.006508551141955289,0.00010849701595877713
13,29153.4071020102,0.009766683567730833,0.007932041902631557,0.007809857021541447,0.00012218488109011036
14,29153.7203585394,0.009477296849259914,0.006777780881999248,0.006632677593245628,0.0001451032887536201
15,29153.9814108215,0.009326457126623899,0.006921639936825355,0.006798027385313162,0.00012361255151219292
16,29154.2424678077,0.009531240122041153,0.009378158943971053,0.009267157902093025,0.00011100104187802776
17,29154.5557424009,0.007316107885785495,0.009799324675182821,0.009661544884046446,0.0001377797911363746
18,29154.8168097368,0.007411517255177732,0.00989888934620736,0.009774109437791669,0.00012477990841569195
19,29155.1300967498,0.009874319123016567,0.007301696626439947,0.007181538540362058,0.0001201580860778887
20,29155.3911744359,0.00952773078167883,0.007872632934593421,0.0077342562923722645,0.00013837664222115612
21,29155.7044738696,0.009555918934849765,0.01119185953883963,0.0110284802812382,0.0001633792576014292
22,29156.0177800785,0.008548729436459575,0.009059897569717403,0.008908882248087635,0.00015101532162976704
23,29156.2788737616,0.008079424759431268,0.008864123021418441,0.008702476965298148,0.0001616460561202939
24,29156.5399721499,0.010110100893342081,0.010025434875283382,0.009876562624093414,0.00014887225118996817
25,29156.8532964271,0.011117230506887194,0.007714736978851579,0.007534554964904498,0.00018018201394708083
26,29157.1144051675,0.009126079782632404,0.010157719493823016,0.009991228184638573,0.00016649130918444294
27,29157.4277418676,0.008867925382423047,0.010239645017080771,0.010075245903508966,0.00016439911357180617
28,29157.6888609607,0.007091120950204043,0.00851268907146613,0.008316174244628566,0.00019651482683756332
29,29158.0022100843,0.007967760502530489,0.00739367992803313,0.007187436277491813,0.00020624365054131664
30,29158.2633395307,0.007073810124386105,0.01005884365012319,0.009862227573122016,0.00019661607700117322
31,29158.5244736833,0.010810752824966236,0.010046512584038388,0.009853337815044872,0.00019317476899351638
32,29158.8378408789,0.00973011611324032,0.01051469097543354,0.01032470316652072,0.00018998780891281913
33,29159.0989853857,0.011227819953704346,0.008577161780265694,0.008375654551393046,0.00020150722887264875
34,29159.3601345992,0.01069091008160025,0.01029212073910174,0.010081978140234175,0.0002101425988675654
35,29159.6735198683,0.010178325015373246,0.010325770151165935,0.010074364457439765,0.0002514056937261695
36,29159.9346794369,0.01153932922102371,0.011042739316206251,0.01078360419389641,0.0002591351223098409
37,29160.1958437125,0.011451046068637945,0.01078086825504253,0.01053354339038921,0.00024732486465331926
38,29160.5092470568,0.01306094876144608,0.010921366079810866,0.010679736375842947,0.00024162970396791937
39,29160.7704216884,0.013118015181774374,0.01112197181352611,0.010884937533240786,0.0002370342802853244
40,29161.0316010274,0.010448457503272343,0.012380310646417956,0.012112921861126877,0.0002673887852910786
41,29161.3450224483,0.013080336026313491,0.01363976647406878,0.013368125461348575,0.00027164101272020535
42,29161.6062121443,0.012635332279680157,0.0141894282778925,0.013920312775090137,0.0002691155028023631
43,29161.8674065481,0.011312840022597253,0.013105110984615148,0.012850508424959252,0.00025460255965589507
44,29162.1808460472,0.01213709725282219,0.014187184427874873,0.013894340170499892,0.00029284425737498054
45,29162.4420508087,0.013823195359346454,0.015769995255217356,0.015522356916156723,0.0002476383390606348
46,29162.7032602786,0.012117092688285666,0.014920152093872324,0.014648683607708232,0.0002714684861640927
47,29162.9644744568,0.015051381446424688,0.014857701429521308,0.014555627420949655,0.0003020740085716536
48,29163.277937686,0.014826199448041727,0.015930151799790467,0.015573225592987532,0.0003569262068029341
49,29163.5391622232,0.0156644847710806,0.015802266401281177,0.015482847800531514,0.0003194186007496647
50,29163.8003914692,0.01591906359594163,0.014915434189960369,0.014589853458205734,0.00032558073175463563
51,29164.1138727802,0.017458741666305948,0.013987046295337303,0.013680233848541834,0.0003068124467954684
52,29164.375112386,0.015551675450597394,0.015902048380711686,0.015609671500212145,0.00029237688049954064
53,29164.6363567011,0.017154168967815374,0.01792963594400583,0.01762752409759688,0.00030211184640895
54,29164.9498560955,0.018800597171542574,0.0182830367791993,0.01796995255640609,0.00031308422279321404
55,29165.2111107712,0.018766167909270173,0.018163009829877327,0.01784760226872965,0.00031540756114767875
56,29165.4723701566,0.01951228567622712,0.018066830149959058,0.017727456025039466,0.0003393741249195917
57,29165.7336342518,0.01749464538972716,0.01927213014049031,0.018908599559826923,0.0003635305806633871
58,29166.047157383,0.017179296878070807,0.019440325726451983,0.01908460048126357,0.00035572524518841144
59,29166.3084318401,0.017862879434406474,0.0186420439529442,0.018249027858154878,0.0003930160947893226
60,29166.5697110073,0.016985767913626208,0.020281831002347043,0.01991910272012313,0.0003627282822239145
61,29166.8832522255,0.020049371772375403,0.019759132998612497,0.01935082485925682,0.00040830813935567573
62,29167.1445417555,0.01881394251222776,0.019650931690509386,0.01926623398968724,0.00038469770082214655
63,29167.4058359961,0.02034894817480589,0.020467318714648075,0.02006881920540143,0.0003984995092466436
64,29167.7193953029,0.021343143655857537,0.01936382742337657,0.018973291572652973,0.0003905358507235956
65,29167.9806999071,0.02221114306834469,0.021169310277294767,0.020754958182321877,0.00041435209497289185
66,29168.2420092224,0.021917922524922057,0.021215801376945523,0.020829047836901312,0.0003867535400442113
67,29168.5033232487,0.023528142353105307,0.019198403335645802,0.01875754010887602,0.0004408632267697829
68,29168.8169062991,0.021479478416237003,0.02177966686978006,0.021351044079039455,0.0004286227907406043
69,29169.0782306903,0.018882300529150804,0.024015481009007373,0.023603249897639726,0.0004122311113676484
70,29169.391826179,0.022575264315076574,0.024029129302174587,0.02356389322435228,0.0004652360778223094
71,29169.6531609356,0.02536349915869893,0.023805098600921094,0.023334296845972418,0.00047080175494867646
72,29169.9145004041,0.02333843478229279,0.024462395394198044,0.023978683478986317,0.0004837119152117283
73,29170.1758445845,0.02387389923681876,0.02581392098487983,0.025261170875096977,0.0005527501097828548
74,29170.4894638208,0.023698546341244426,0.026544009315124944,0.026069600778059986,0.00047440853706495913
75,29170.7508183678,0.0245935662326731,0.026864154166884247,0.026332574886507098,0.0005315792803771485
