# Scan Name:	20210614_SnO2_H2_TPR
# Run Number:	34
# Session Id:	397
# Trajectory Name:	Sn_EXAFS_92.tra
# First Scan Create Date:	6/14/2021 4:33:52 PM
# This Scan Create Date:	6/14/2021 5:32:09 PM
# Encoder Resolution:	87466.6666666667
# Encoder Offset:	21.1068268887761
# Lattice Spacing:	1.9202
# Analog In 1 Offset:	-2151695974.4
# Analog In 2 Offset:	-2151147110.4
# Analog In 3 Offset:	-2152253030.4
# Analog In 4 Offset:	-2151748403.2
# Analog In 5 Offset:	-2763794022.4
# Analog In 6 Offset:	-2764287180.8
# Analog In 7 Offset:	-2763074764.8
# Analog In 8 Offset:	-2763220582.4
# Encoder	Energy	ADC_01	ADC_02	ADC_03	ADC_04	ADC_05	ADC_06	ADC_07	ADC_08
-1287175	29004.7003277761	185500989.6	475001230.6	546328630.6	-15528.1999998093	-62691.4000000954	57774.1999998093	-46077.8000001907	21298.5999999046
-1287178	29004.855351509	185340669.6	474466234.6	545629512.6	-29011.1999998093	-61353.4000000954	60435.1999998093	-43462.8000001907	23395.5999999046
-1287183	29005.1137281029	185335884.6	474701524.6	545231077.6	-26096.1999998093	-63989.4000000954	59147.1999998093	-45359.8000001907	20294.5999999046
-1287188	29005.372109329	185420629.6	474340151.6	545415180.6	19555.8000001907	-64087.4000000954	60091.1999998093	-45869.8000001907	21785.5999999046
-1287193	29005.6304951874	185473574.6	475146380.6	546349274.6	-50491.1999998093	-60784.4000000954	63209.1999998093	-42029.8000001907	23684.5999999046
-1287198	29005.8888856782	185210921.6	474422086.6	545542704.6	11953.8000001907	-63811.4000000954	61813.1999998093	-43245.8000001907	22476.5999999046
-1287203	29006.1472808016	185408303.6	475088104.6	545955431.6	-51344.1999998093	-66923.4000000954	57480.1999998093	-48394.8000001907	19177.5999999046
-1287208	29006.4056805576	185520479.6	475507603.6	546171287.6	-1459.19999980927	-64873.4000000954	58401.1999998093	-47116.8000001907	20101.5999999046
-1287213	29006.6640849464	185473740.6	475111709.6	545703470.6	-106235.199999809	-64538.4000000954	60225.1999998093	-45140.8000001907	20886.5999999046
-1287218	29006.9224939682	185420983.6	475340499.6	546071322.6	3081.80000019073	-65307.4000000954	59921.1999998093	-46857.8000001907	20327.5999999046
-1287223	29007.180907623	185639478.6	474891725.6	546011290.6	24391.8000001907	-61487.4000000954	62355.1999998093	-43882.8000001907	23048.5999999046
-1287228	29007.4393259109	185593545.6	475271253.6	545961731.6	-63475.1999998093	-66917.4000000954	56587.1999998093	-49496.8000001907	16943.5999999046
-1287233	29007.6977488322	185521864.6	474595998.6	545384163.6	-40784.1999998093	-62756.4000000954	60627.1999998093	-45895.8000001907	21311.5999999046
-1287239	29008.0078624538	185743349.6	475600703.6	546801961.6	-26945.1999998093	-65747.4000000954	56584.1999998093	-49462.8000001907	16536.5999999046
-1287244	29008.2662955687	185601145.6	475492592.6	546220158.6	-50767.1999998093	-65980.4000000954	56679.1999998093	-50363.8000001907	16756.5999999046
-1287249	29008.5247333174	185716804.6	475239558.6	546282006.6	12366.8000001907	-65733.4000000954	56280.1999998093	-50174.8000001907	16747.5999999046
-1287254	29008.7831756998	185674364.6	474919849.6	545722694.6	-24136.1999998093	-62585.4000000954	59833.1999998093	-46117.8000001907	21342.5999999046
-1287259	29009.0416227162	185563684.6	475546220.6	545853049.6	-48606.1999998093	-63919.4000000954	57371.1999998093	-46873.8000001907	20922.5999999046
-1287265	29009.3517652529	186032356.6	475648696.6	546497335.6	57551.8000001907	-62256.4000000954	58965.1999998093	-44964.8000001907	21372.5999999046
-1287270	29009.6102224643	186154807.6	475718101.6	547402123.6	-9928.19999980927	-62524.4000000954	59307.1999998093	-44599.8000001907	22039.5999999046
-1287275	29009.8686843102	185767983.6	475214793.6	547161906.6	-65041.1999998093	-65372.4000000954	56177.1999998093	-48190.8000001907	19506.5999999046
-1287280	29010.1271507905	185763935.6	475693127.6	546214770.6	25498.8000001907	-62618.4000000954	59778.1999998093	-45327.8000001907	22382.5999999046
-1287286	29010.4373166845	185695089.6	475582213.6	546259541.6	-35887.1999998093	-67573.4000000954	55328.1999998093	-50557.8000001907	16498.5999999046
-1287291	29010.6957933611	186009221.6	476015788.6	547100092.6	51611.8000001907	-64522.4000000954	58798.1999998093	-47198.8000001907	21253.5999999046
-1287296	29010.9542746725	185946149.6	476525253.6	547163110.6	-130700.199999809	-57418.4000000954	63576.1999998093	-39585.8000001907	25876.5999999046
-1287302	29011.2644583644	185967208.6	475346160.6	546699195.6	52271.8000001907	-68013.4000000954	53249.1999998093	-49661.8000001907	17079.5999999046
-1287307	29011.5229498729	186050400.6	476220956.6	546566240.6	-26797.1999998093	-71868.4000000954	51545.1999998093	-53234.8000001907	14826.5999999046
-1287312	29011.7814460167	186404647.6	476680030.6	547340384.6	75775.8000001907	-63586.4000000954	60731.1999998093	-44930.8000001907	22129.5999999046
-1287318	29012.091647508	186319633.6	475988970.6	546790617.6	-325521.199999809	-65272.4000000954	58924.1999998093	-48894.8000001907	18911.5999999046
-1287323	29012.3501538498	186165557.6	476221913.6	545919271.6	196131.800000191	-67170.4000000954	56604.1999998093	-51085.8000001907	16385.5999999046
-1287328	29012.6086648273	186218478.6	476950729.6	546681480.6	-9857.19999980927	-65718.4000000954	57777.1999998093	-48228.8000001907	18058.5999999046
-1287334	29012.9188841195	186400789.6	477097855.6	546768191.6	-39682.1999998093	-69426.4000000954	53683.1999998093	-50900.8000001907	13468.5999999046
-1287339	29013.1774052959	185752666.6	476192217.6	546390468.6	13615.8000001907	-62918.4000000954	60904.1999998093	-44819.8000001907	22632.5999999046
-1287345	29013.4876368271	186173437.6	476868905.6	547918765.6	52126.8000001907	-68315.4000000954	56382.1999998093	-49498.8000001907	17801.5999999046
-1287350	29013.746168203	186284785.6	477253274.6	547195524.6	-90882.1999998093	-70416.4000000954	54091.1999998093	-51530.8000001907	16892.5999999046
-1287356	29014.056411974	186400740.6	477445478.6	547230923.6	-30712.1999998093	-62227.4000000954	61232.1999998093	-43239.8000001907	24277.5999999046
-1287361	29014.3149535499	186189909.6	475971747.6	547083116.6	-20798.1999998093	-66693.4000000954	55800.1999998093	-47987.8000001907	19359.5999999046
-1287367	29014.6252095614	186329741.6	476281866.6	546740693.6	-131569.199999809	-69473.4000000954	53290.1999998093	-51194.8000001907	17401.5999999046
