# Scan Name:	20210614_SnO2_H2_TPR
# Run Number:	46
# Session Id:	409
# Trajectory Name:	Sn_EXAFS_92.tra
# First Scan Create Date:	6/14/2021 4:33:52 PM
# This Scan Create Date:	6/14/2021 5:53:18 PM
# Encoder Resolution:	87466.6666666667
# Encoder Offset:	21.1068268887761
# Lattice Spacing:	1.9202
# Analog In 1 Offset:	-2151695974.4
# Analog In 2 Offset:	-2151147110.4
# Analog In 3 Offset:	-2152253030.4
# Analog In 4 Offset:	-2151748403.2
# Analog In 5 Offset:	-2763794022.4
# Analog In 6 Offset:	-2764287180.8
# Analog In 7 Offset:	-2763074764.8
# Analog In 8 Offset:	-2763220582.4
# Encoder	Energy	ADC_01	ADC_02	ADC_03	ADC_04	ADC_05	ADC_06	ADC_07	ADC_08
-1287175	29004.7003277761	184757306.6	473143288.6	544488444.6	-42830.1999998093	-62139.4000000954	61463.1999998093	-44162.8000001907	17960.5999999046
-1287178	29004.855351509	184889307.6	473207844.6	544525659.6	-25366.1999998093	-59722.4000000954	62285.1999998093	-41745.8000001907	21187.5999999046
-1287183	29005.1137281029	185086231.6	473695214.6	545388815.6	-27850.1999998093	-57345.4000000954	66123.1999998093	-38201.8000001907	24136.5999999046
-1287187	29005.3204327132	184932792.6	473733372.6	545472348.6	-56906.1999998093	-61099.4000000954	62582.1999998093	-42274.8000001907	20180.5999999046
-1287193	29005.6304951874	184876887.6	473484525.6	544478578.6	-37054.1999998093	-65466.4000000954	58527.1999998093	-46207.8000001907	15825.5999999046
-1287197	29005.8372072094	184739620.6	473119888.6	543839547.6	-65012.1999998093	-65062.4000000954	58713.1999998093	-45771.8000001907	16620.5999999046
-1287203	29006.1472808016	184934975.6	473360920.6	545189385.6	-11873.1999998093	-65489.4000000954	57503.1999998093	-45885.8000001907	16486.5999999046
-1287208	29006.4056805576	184907549.6	472937830.6	544029000.6	-42186.1999998093	-66560.4000000954	57252.1999998093	-46284.8000001907	15903.5999999046
-1287212	29006.612403698	185030158.6	473911743.6	544893357.6	-21439.1999998093	-65634.4000000954	57094.1999998093	-46230.8000001907	15387.5999999046
-1287217	29006.8708117932	185094185.6	473567523.6	545791001.6	-62314.1999998093	-65747.4000000954	56557.1999998093	-47747.8000001907	15523.5999999046
-1287223	29007.180907623	185016921.6	473561142.6	545638179.6	-26268.1999998093	-67972.4000000954	55533.1999998093	-49118.8000001907	14806.5999999046
-1287228	29007.4393259109	184653581.6	473581609.6	544627295.6	-95152.1999998093	-64037.4000000954	59155.1999998093	-45490.8000001907	17452.5999999046
-1287233	29007.6977488322	184922856.6	473104950.6	545010590.6	-46179.1999998093	-65073.4000000954	59735.1999998093	-45898.8000001907	17404.5999999046
-1287239	29008.0078624538	184978599.6	474203365.6	545113302.6	-41504.1999998093	-64321.4000000954	59812.1999998093	-44007.8000001907	18028.5999999046
-1287243	29008.2146085751	184604515.6	472496233.6	543751714.6	-78724.1999998093	-62893.4000000954	59921.1999998093	-43010.8000001907	17421.5999999046
-1287249	29008.5247333174	184707952.6	473002599.6	543813792.6	-85360.1999998093	-61842.4000000954	61629.1999998093	-43238.8000001907	18274.5999999046
-1287254	29008.7831756998	184814168.6	473301142.6	544571343.6	-52232.1999998093	-62239.4000000954	61559.1999998093	-44177.8000001907	19071.5999999046
-1287259	29009.0416227162	184649728.6	472819619.6	544413768.6	74976.8000001907	-62916.4000000954	59690.1999998093	-44732.8000001907	16701.5999999046
-1287265	29009.3517652529	184651927.6	473381723.6	543996863.6	-102257.199999809	-62158.4000000954	60580.1999998093	-43914.8000001907	18084.5999999046
-1287270	29009.6102224643	185115438.6	474128835.6	545090376.6	-155585.199999809	-63299.4000000954	60025.1999998093	-44607.8000001907	17715.5999999046
-1287275	29009.8686843102	184972893.6	474008249.6	544888961.6	49172.8000001907	-61422.4000000954	61576.1999998093	-42871.8000001907	18711.5999999046
-1287280	29010.1271507905	185093656.6	474226888.6	546264253.6	98551.8000001907	-63739.4000000954	58190.1999998093	-44967.8000001907	17330.5999999046
-1287286	29010.4373166845	185155366.6	474143480.6	545645757.6	-215620.199999809	-61398.4000000954	60438.1999998093	-43704.8000001907	18449.5999999046
-1287291	29010.6957933611	185587198.6	475004816.6	546382486.6	52689.8000001907	-57972.4000000954	66151.1999998093	-38356.8000001907	22634.5999999046
-1287296	29010.9542746725	185311571.6	475342338.6	545623342.6	-79235.1999998093	-65325.4000000954	58041.1999998093	-46331.8000001907	14475.5999999046
-1287302	29011.2644583644	185542490.6	474971705.6	546096608.6	-115837.199999809	-71188.4000000954	53002.1999998093	-53443.8000001907	8883.59999990463
-1287307	29011.5229498729	185450050.6	474614209.6	545511850.6	15884.8000001907	-58510.4000000954	66232.1999998093	-41325.8000001907	21149.5999999046
-1287313	29011.8331458017	185502768.6	475353946.6	545967480.6	-31334.1999998093	-64892.4000000954	60132.1999998093	-45514.8000001907	15043.5999999046
-1287318	29012.091647508	185493864.6	475502547.6	545945457.6	-139889.199999809	-76896.4000000954	47648.1999998093	-57914.8000001907	4817.59999990463
-1287323	29012.3501538498	185649395.6	475305847.6	546309378.6	-96554.1999998093	-65959.4000000954	59195.1999998093	-47201.8000001907	15792.5999999046
-1287328	29012.6086648273	185115860.6	474480876.6	544819298.6	-123722.199999809	-67137.4000000954	57945.1999998093	-47890.8000001907	15178.5999999046
-1287334	29012.9188841195	185518759.6	475406824.6	546074060.6	-65192.1999998093	-65827.4000000954	57981.1999998093	-45868.8000001907	14600.5999999046
-1287340	29013.2291100875	185481450.6	475066627.6	545803964.6	-18876.1999998093	-68051.4000000954	54940.1999998093	-49206.8000001907	11419.5999999046
-1287345	29013.4876368271	185522503.6	475072872.6	545602112.6	-94284.1999998093	-68033.4000000954	58073.1999998093	-48173.8000001907	12890.5999999046
-1287350	29013.746168203	185421098.6	475177633.6	546501532.6	13572.8000001907	-70467.4000000954	56134.1999998093	-50772.8000001907	11054.5999999046
-1287356	29014.056411974	185561127.6	474859635.6	546115405.6	86680.8000001907	-69090.4000000954	55474.1999998093	-50175.8000001907	12822.5999999046
-1287361	29014.3149535499	185637656.6	475197698.6	546805556.6	-226259.199999809	-64350.4000000954	59403.1999998093	-46377.8000001907	17549.5999999046
-1287367	29014.6252095614	185219941.6	474253080.6	544719693.6	38383.8000001907	-66233.4000000954	58151.1999998093	-48069.8000001907	15072.5999999046
-1287372	29014.883761338	185694958.6	474452465.6	545644594.6	-123530.199999809	-66029.4000000954	58314.1999998093	-47268.8000001907	16078.5999999046
-1287378	29015.1940295906	185436018.6	474065031.6	546161726.6	162598.800000191	-67141.4000000954	58530.1999998093	-48040.8000001907	15565.5999999046
-1287383	29015.4525915686	185295120.6	474370466.6	545800285.6	-20722.1999998093	-68322.4000000954	57617.1999998093	-49486.8000001907	14303.5999999046
-1287389	29015.7628720631	185328450.6	474435755.6	546528004.6	-47395.1999998093	-68609.4000000954	58102.1999998093	-47604.8000001907	14215.5999999046
-1287394	29016.0214442429	185553600.6	475300601.6	545746439.6	-13547.1999998093	-65104.4000000954	61068.1999998093	-45180.8000001907	17413.5999999046
-1287400	29016.3317369801	185468266.6	474572771.6	545651677.6	-11464.1999998093	-66486.4000000954	58409.1999998093	-46039.8000001907	15373.5999999046
-1287405	29016.5903193625	185397702.6	474399648.6	545641380.6	-104351.199999809	-68482.4000000954	56035.1999998093	-47710.8000001907	14674.5999999046
-1287411	29016.900624343	185128862.6	473857252.6	544048385.6	-52229.1999998093	-64809.4000000954	58891.1999998093	-43856.8000001907	16532.5999999046
-1287416	29017.1592169284	185496677.6	474587257.6	545815959.6	183940.800000191	-62383.4000000954	61292.1999998093	-42672.8000001907	19676.5999999046
-1287421	29017.4178141518	185335149.6	474321671.6	544820171.6	89861.8000001907	-64291.4000000954	60483.1999998093	-44165.8000001907	18240.5999999046
-1287427	29017.7281369422	185507674.6	474246165.6	545452489.6	1201.80000019073	-62384.4000000954	63162.1999998093	-43512.8000001907	18608.5999999046
-1287432	29017.9867443696	185538546.6	475783551.6	545396567.6	1965.80000019073	-62918.4000000954	60539.1999998093	-45627.8000001907	17320.5999999046
-1287438	29018.2970794051	185355473.6	474882337.6	545626823.6	-7505.19999980927	-63789.4000000954	59020.1999998093	-46578.8000001907	16572.5999999046
-1287443	29018.555697037	185479079.6	475330448.6	545510103.6	-97726.1999998093	-61778.4000000954	62139.1999998093	-43431.8000001907	20446.5999999046
-1287449	29018.8660443184	185230089.6	474485690.6	545556572.6	-11221.1999998093	-66573.4000000954	57568.1999998093	-47063.8000001907	14542.5999999046
-1287454	29019.1246721555	185544467.6	475046401.6	546372355.6	-121031.199999809	-62192.4000000954	60682.1999998093	-45339.8000001907	17411.5999999046
-1287460	29019.4350316835	186014279.6	475940775.6	546614503.6	24875.8000001907	-60920.4000000954	63258.1999998093	-44365.8000001907	18652.5999999046
-1287465	29019.6936697264	185419957.6	475103407.6	545468486.6	-50241.1999998093	-67815.4000000954	55973.1999998093	-49916.8000001907	11182.5999999046
-1287471	29020.0040415017	185174792.6	474691468.6	544830198.6	-187844.199999809	-66683.4000000954	58626.1999998093	-48483.8000001907	13113.5999999046
-1287476	29020.262689751	185473276.6	474075090.6	545469304.6	-7507.19999980927	-61295.4000000954	63395.1999998093	-43208.8000001907	18728.5999999046
-1287482	29020.5730737743	185508494.6	474951467.6	545262216.6	-3779.19999980927	-66504.4000000954	59023.1999998093	-47518.8000001907	15200.5999999046
-1287487	29020.8317322306	185648765.6	475413050.6	545175024.6	27819.8000001907	-60250.4000000954	65085.1999998093	-41800.8000001907	20454.5999999046
-1287493	29021.1421285026	185219540.6	473987537.6	544982560.6	-98885.1999998093	-61677.4000000954	64092.1999998093	-42763.8000001907	18911.5999999046
-1287498	29021.4007971665	185424992.6	474933341.6	546502162.6	-224069.199999809	-74065.4000000954	51123.1999998093	-55537.8000001907	7403.59999990463
-1287504	29021.711205688	185283688.6	474163264.6	545184295.6	-43196.1999998093	-67809.4000000954	57464.1999998093	-48920.8000001907	14557.5999999046
-1287509	29021.9698845601	185256334.6	473944102.6	545142748.6	3497.80000019073	-55708.4000000954	69514.1999998093	-36889.8000001907	26159.5999999046
-1287515	29022.2803053318	185351880.6	474464354.6	545745197.6	15048.8000001907	-69356.4000000954	56035.1999998093	-51061.8000001907	11832.5999999046
-1287520	29022.5389944127	185271202.6	473275794.6	545037141.6	-117373.199999809	-65926.4000000954	58503.1999998093	-47138.8000001907	15178.5999999046
-1287526	29022.8494274354	185172636.6	473337563.6	544548673.6	22614.8000001907	-64116.4000000954	59393.1999998093	-45564.8000001907	15961.5999999046
-1287531	29023.1081267257	185479563.6	474988518.6	544712414.6	-198123.199999809	-68993.4000000954	53506.1999998093	-50609.8000001907	11720.5999999046
-1287537	29023.418572	185206407.6	474776756.6	543555263.6	81411.8000001907	-57275.4000000954	66215.1999998093	-39674.8000001907	22163.5999999046
-1287543	29023.7290239573	184939906.6	473765637.6	543892325.6	40853.8000001907	-68108.4000000954	54229.1999998093	-51052.8000001907	12258.5999999046
