# Scan Name:	20210614_SnO2_H2_TPR
# Run Number:	4
# Session Id:	367
# Trajectory Name:	Sn_EXAFS_92.tra
# First Scan Create Date:	6/14/2021 4:33:52 PM
# This Scan Create Date:	6/14/2021 4:39:11 PM
# Encoder Resolution:	87466.6666666667
# Encoder Offset:	21.1068268887761
# Lattice Spacing:	1.9202
# Analog In 1 Offset:	-2151695974.4
# Analog In 2 Offset:	-2151147110.4
# Analog In 3 Offset:	-2152253030.4
# Analog In 4 Offset:	-2151748403.2
# Analog In 5 Offset:	-2763794022.4
# Analog In 6 Offset:	-2764287180.8
# Analog In 7 Offset:	-2763074764.8
# Analog In 8 Offset:	-2763220582.4
# Encoder	Energy	ADC_01	ADC_02	ADC_03	ADC_04	ADC_05	ADC_06	ADC_07	ADC_08
-1287171	29004.4936320594	183817598.6	472216307.6	542754305.6	-10699.1999998093	-34175.4000000954	92384.1999998093	-15121.8000001907	50247.5999999046
-1287174	29004.648653569	183779013.6	472277964.6	542681958.6	-22174.1999998093	-29428.4000000954	96632.1999998093	-9555.80000019073	53970.5999999046
-1287179	29004.9070264572	183829103.6	472326648.6	542821063.6	-64470.1999998093	-28933.4000000954	98440.1999998093	-9180.80000019073	54652.5999999046
-1287184	29005.1654039776	183712868.6	472119315.6	542418231.6	-15385.1999998093	-32315.4000000954	95784.1999998093	-12686.8000001907	52787.5999999046
-1287188	29005.372109329	183911597.6	472423414.6	543140208.6	-23749.1999998093	-30210.4000000954	96121.1999998093	-11161.8000001907	54509.5999999046
-1287193	29005.6304951874	183950791.6	473037656.6	543128030.6	21808.8000001907	-35436.4000000954	91284.1999998093	-17331.8000001907	49492.5999999046
-1287198	29005.8888856782	184036796.6	472664282.6	543514298.6	-6916.19999980927	-37169.4000000954	90373.1999998093	-20256.8000001907	47758.5999999046
-1287203	29006.1472808016	183625740.6	472532333.6	542584030.6	-50150.1999998093	-36696.4000000954	91963.1999998093	-18504.8000001907	47735.5999999046
-1287209	29006.4573610647	183820899.6	472857455.6	542673439.6	-58871.1999998093	-33829.4000000954	94106.1999998093	-15656.8000001907	51250.5999999046
-1287213	29006.6640849464	183891756.6	472611129.6	543149647.6	21486.8000001907	-36353.4000000954	91838.1999998093	-17325.8000001907	49752.5999999046
-1287218	29006.9224939682	183911156.6	472456915.6	542748512.6	-23933.1999998093	-35414.4000000954	92008.1999998093	-17365.8000001907	48545.5999999046
-1287223	29007.180907623	184084832.6	473156853.6	542762158.6	-59293.1999998093	-36990.4000000954	90157.1999998093	-17998.8000001907	48523.5999999046
-1287228	29007.4393259109	183881843.6	472229900.6	542988848.6	871.800000190735	-34868.4000000954	94509.1999998093	-15305.8000001907	52198.5999999046
-1287234	29007.7494339724	183619194.6	472392049.6	542818737.6	3384.80000019073	-34091.4000000954	94664.1999998093	-14423.8000001907	52577.5999999046
-1287239	29008.0078624538	183921501.6	473118567.6	543557011.6	-16201.1999998093	-38902.4000000954	88207.1999998093	-19439.8000001907	47277.5999999046
-1287244	29008.2662955687	184076187.6	473110721.6	542791637.6	-142552.199999809	-38451.4000000954	89105.1999998093	-20293.8000001907	47654.5999999046
-1287249	29008.5247333174	184036387.6	472514748.6	542317253.6	-33321.1999998093	-38570.4000000954	89066.1999998093	-20376.8000001907	47150.5999999046
-1287254	29008.7831756998	184196314.6	472224557.6	542733072.6	-76341.1999998093	-35504.4000000954	91833.1999998093	-16726.8000001907	50689.5999999046
-1287259	29009.0416227162	184455425.6	473811755.6	543686309.6	65929.8000001907	-40794.4000000954	86030.1999998093	-23419.8000001907	44728.5999999046
-1287265	29009.3517652529	184213869.6	473384190.6	544086299.6	-63236.1999998093	-32206.4000000954	93511.1999998093	-15627.8000001907	52495.5999999046
-1287270	29009.6102224643	184036174.6	472996645.6	543860992.6	3213.80000019073	-39733.4000000954	85902.1999998093	-21632.8000001907	44871.5999999046
-1287276	29009.9203772355	184142319.6	473114845.6	543206266.6	-61506.1999998093	-34732.4000000954	90879.1999998093	-16509.8000001907	51360.5999999046
-1287281	29010.1788446427	184106901.6	472977814.6	542214785.6	10650.8000001907	-40675.4000000954	84146.1999998093	-23452.8000001907	43541.5999999046
-1287286	29010.4373166845	183977598.6	473086511.6	542870966.6	-25116.1999998093	-42368.4000000954	82961.1999998093	-24152.8000001907	43260.5999999046
-1287292	29010.7474892526	184408408.6	474079272.6	544076992.6	-25925.1999998093	-34910.4000000954	91882.1999998093	-17245.8000001907	50418.5999999046
-1287297	29011.005971491	184381252.6	472902964.6	542558975.6	-34882.1999998093	-36844.4000000954	88098.1999998093	-19565.8000001907	48270.5999999046
-1287302	29011.2644583644	184298131.6	473747504.6	543630568.6	30452.8000001907	-31039.4000000954	93064.1999998093	-13321.8000001907	53117.5999999046
-1287308	29011.5746487309	184216136.6	474488759.6	544139052.6	-67730.1999998093	-27734.4000000954	96632.1999998093	-10413.8000001907	57395.5999999046
-1287313	29011.8331458017	184554863.6	474386591.6	544987005.6	21539.8000001907	-27378.4000000954	98460.1999998093	-8335.80000019073	57859.5999999046
-1287318	29012.091647508	184744757.6	474989107.6	545025292.6	-62291.1999998093	-34619.4000000954	90730.1999998093	-15506.8000001907	50168.5999999046
-1287324	29012.4018556745	184621391.6	474519115.6	543581257.6	57869.8000001907	-28767.4000000954	95892.1999998093	-11670.8000001907	55482.5999999046
-1287329	29012.6603675791	184501584.6	474427116.6	543610709.6	-171512.199999809	-28912.4000000954	97826.1999998093	-10608.8000001907	56005.5999999046
-1287335	29012.9705879839	184749837.6	474645733.6	544688413.6	2743.80000019073	-29271.4000000954	97054.1999998093	-9070.80000019073	55642.5999999046
-1287340	29013.2291100875	184671835.6	473999709.6	544231660.6	-15240.1999998093	-29411.4000000954	96259.1999998093	-9917.80000019073	55105.5999999046
-1287345	29013.4876368271	184919135.6	475157817.6	544728370.6	77064.8000001907	-24380.4000000954	99991.1999998093	-8203.80000019073	59547.5999999046
-1287351	29013.7978750345	184624166.6	474411583.6	544200278.6	-77159.1999998093	-34762.4000000954	92018.1999998093	-17750.8000001907	50336.5999999046
-1287356	29014.056411974	184621388.6	473973150.6	543509812.6	3582.80000019073	-29721.4000000954	96667.1999998093	-11567.8000001907	55446.5999999046
-1287362	29014.3666624215	184967885.6	474504063.6	544809251.6	-59725.1999998093	-28578.4000000954	97447.1999998093	-11267.8000001907	57469.5999999046
-1287367	29014.6252095614	184327688.6	473331015.6	543578505.6	-9758.19999980927	-33315.4000000954	93670.1999998093	-13919.8000001907	52587.5999999046
-1287373	29014.9354722497	184591260.6	474126957.6	544999034.6	33816.8000001907	-29025.4000000954	96094.1999998093	-10647.8000001907	55223.5999999046
-1287378	29015.1940295906	184744717.6	474231281.6	544439243.6	-95453.1999998093	-26122.4000000954	98096.1999998093	-8092.80000019073	57087.5999999046
-1287384	29015.5043045206	184594554.6	473860768.6	544251085.6	-64806.1999998093	-29084.4000000954	95058.1999998093	-11019.8000001907	54146.5999999046
-1287389	29015.7628720631	184526208.6	474077466.6	544151376.6	-97534.1999998093	-30727.4000000954	94666.1999998093	-11685.8000001907	53667.5999999046
-1287394	29016.0214442429	184816508.6	474493230.6	544587860.6	72518.8000001907	-31188.4000000954	94047.1999998093	-12469.8000001907	53345.5999999046
-1287400	29016.3317369801	184526535.6	474373651.6	544033684.6	-42342.1999998093	-29237.4000000954	96857.1999998093	-9724.80000019073	56358.5999999046
-1287406	29016.6420363954	184391885.6	473592253.6	542759379.6	-99779.1999998093	-35539.4000000954	92473.1999998093	-16374.8000001907	51534.5999999046
