# Scan Name:	20210614_SnO2_H2_TPR
# Run Number:	12
# Session Id:	375
# Trajectory Name:	Sn_EXAFS_92.tra
# First Scan Create Date:	6/14/2021 4:33:52 PM
# This Scan Create Date:	6/14/2021 4:53:15 PM
# Encoder Resolution:	87466.6666666667
# Encoder Offset:	21.1068268887761
# Lattice Spacing:	1.9202
# Analog In 1 Offset:	-2151695974.4
# Analog In 2 Offset:	-2151147110.4
# Analog In 3 Offset:	-2152253030.4
# Analog In 4 Offset:	-2151748403.2
# Analog In 5 Offset:	-2763794022.4
# Analog In 6 Offset:	-2764287180.8
# Analog In 7 Offset:	-2763074764.8
# Analog In 8 Offset:	-2763220582.4
# Encoder	Energy	ADC_01	ADC_02	ADC_03	ADC_04	ADC_05	ADC_06	ADC_07	ADC_08
-1287173	29004.5969795472	184719731.6	475127232.6	545706891.6	-4022.19999980927	-69500.4000000954	59321.1999998093	-46946.8000001907	18951.5999999046
-1287176	29004.7520021685	184628507.6	475326204.6	546184564.6	-4528.19999980927	-67710.4000000954	62159.1999998093	-44459.8000001907	20798.5999999046
-1287181	29005.0103769095	184780914.6	475736030.6	546859026.6	17664.8000001907	-68025.4000000954	61207.1999998093	-44706.8000001907	20915.5999999046
-1287186	29005.2687562827	184907506.6	475624605.6	546364193.6	-10727.1999998093	-70495.4000000954	58181.1999998093	-47531.8000001907	19232.5999999046
-1287190	29005.4754631165	184857118.6	475789663.6	546254266.6	-37545.1999998093	-67690.4000000954	60562.1999998093	-44643.8000001907	22328.5999999046
-1287196	29005.785528926	184903690.6	476004987.6	546568244.6	16845.8000001907	-67253.4000000954	61630.1999998093	-44253.8000001907	23521.5999999046
-1287200	29005.9922431716	184928206.6	476120014.6	546679693.6	-2302.19999980927	-65525.4000000954	61785.1999998093	-44818.8000001907	24067.5999999046
-1287206	29006.3023200993	184850827.6	475653263.6	546565784.6	32229.8000001907	-71262.4000000954	57651.1999998093	-49542.8000001907	19892.5999999046
-1287211	29006.5607226349	184856981.6	476373022.6	546981432.6	401.800000190735	-66701.4000000954	62013.1999998093	-46181.8000001907	23583.5999999046
-1287215	29006.7674479992	184655699.6	475266671.6	546363744.6	-47465.1999998093	-69090.4000000954	60141.1999998093	-47771.8000001907	22597.5999999046
-1287221	29007.0775416051	184465330.6	475020239.6	546093586.6	94293.8000001907	-69117.4000000954	61030.1999998093	-47823.8000001907	22413.5999999046
-1287226	29007.3359580397	184630508.6	475208307.6	545470464.6	-59374.1999998093	-73118.4000000954	56993.1999998093	-52796.8000001907	18427.5999999046
-1287231	29007.5943791077	184670048.6	475291148.6	546786892.6	4977.80000019073	-67389.4000000954	62892.1999998093	-45775.8000001907	24278.5999999046
-1287236	29007.852804809	184746815.6	475325021.6	546465945.6	-15066.1999998093	-68687.4000000954	60181.1999998093	-48832.8000001907	22215.5999999046
-1287242	29008.1629217667	184847773.6	475846902.6	546550101.6	-68490.1999998093	-70881.4000000954	57752.1999998093	-49036.8000001907	19991.5999999046
-1287247	29008.4213576619	184786903.6	475619484.6	546130725.6	-13203.1999998093	-76777.4000000954	53049.1999998093	-55424.8000001907	15464.5999999046
-1287252	29008.6797981908	184929463.6	475696599.6	546724708.6	88622.8000001907	-63620.4000000954	65386.1999998093	-42482.8000001907	27930.5999999046
-1287257	29008.9382433536	184667428.6	475845899.6	546327582.6	-3780.19999980927	-69945.4000000954	60491.1999998093	-48036.8000001907	23602.5999999046
-1287262	29009.1966931504	184453418.6	474357613.6	545578961.6	-80045.1999998093	-69642.4000000954	61056.1999998093	-46879.8000001907	23627.5999999046
-1287268	29009.5068390236	184850483.6	474945857.6	546192821.6	-32586.1999998093	-65413.4000000954	64594.1999998093	-42388.8000001907	27969.5999999046
-1287273	29009.7652990157	184795491.6	475725466.6	546291116.6	26.8000001907349	-69299.4000000954	60554.1999998093	-47308.8000001907	23131.5999999046
-1287278	29010.0237636422	185000854.6	475830943.6	545989221.6	43308.8000001907	-64663.4000000954	64823.1999998093	-42952.8000001907	26927.5999999046
-1287283	29010.2822329033	185265721.6	476605513.6	547377897.6	-2636.19999980927	-68038.4000000954	61458.1999998093	-47892.8000001907	23001.5999999046
-1287289	29010.5924021343	185235229.6	476972112.6	546645119.6	18426.8000001907	-66229.4000000954	63857.1999998093	-45267.8000001907	25289.5999999046
-1287294	29010.8508815917	185381565.6	477160601.6	548136244.6	-3608.19999980927	-61823.4000000954	68856.1999998093	-40155.8000001907	30484.5999999046
-1287299	29011.1093656841	185264501.6	476951145.6	547424268.6	28463.8000001907	-74207.4000000954	55778.1999998093	-52322.8000001907	16892.5999999046
-1287305	29011.4195527133	185313257.6	476000707.6	547450570.6	-10823.1999998093	-64106.4000000954	65360.1999998093	-41721.8000001907	26444.5999999046
-1287310	29011.678047003	185492172.6	477174249.6	546687597.6	133705.800000191	-68350.4000000954	61776.1999998093	-44795.8000001907	22578.5999999046
-1287315	29011.936545928	185489213.6	477368683.6	547366700.6	-14237.1999998093	-61375.4000000954	69079.1999998093	-37899.8000001907	29987.5999999046
-1287321	29012.2467507568	185209534.6	476969083.6	547461751.6	-39106.1999998093	-75942.4000000954	53036.1999998093	-52527.8000001907	13950.5999999046
-1287326	29012.50525988	185263944.6	477849449.6	547645960.6	-3425.19999980927	-60854.4000000954	70759.1999998093	-36707.8000001907	30828.5999999046
-1287331	29012.763773639	185371944.6	477388755.6	547353426.6	17992.8000001907	-75215.4000000954	56454.1999998093	-50243.8000001907	16705.5999999046
-1287337	29013.073996269	185126582.6	476108305.6	546604449.6	39104.8000001907	-55431.4000000954	75130.1999998093	-30984.8000001907	35901.5999999046
-1287342	29013.332520227	185526610.6	477647683.6	547737437.6	-81574.1999998093	-67550.4000000954	63646.1999998093	-42593.8000001907	24059.5999999046
-1287347	29013.5910488211	185607800.6	478013477.6	548256578.6	84152.8000001907	-65602.4000000954	64528.1999998093	-42541.8000001907	25159.5999999046
-1287353	29013.9012892539	185718660.6	477943383.6	548468696.6	-8426.19999980927	-66762.4000000954	65215.1999998093	-43247.8000001907	25123.5999999046
-1287359	29014.2115363631	185476980.6	477136707.6	547847140.6	67115.8000001907	-65701.4000000954	64740.1999998093	-42170.8000001907	25550.5999999046
-1287364	29014.470080721	185372551.6	477397352.6	548166487.6	-34348.1999998093	-66880.4000000954	64925.1999998093	-41153.8000001907	26295.5999999046
-1287370	29014.7803400709	185445163.6	477281112.6	547297281.6	-91458.1999998093	-69060.4000000954	61794.1999998093	-44718.8000001907	22328.5999999046
-1287375	29015.0388946297	185524465.6	477104193.6	547315378.6	19791.8000001907	-68849.4000000954	62286.1999998093	-44430.8000001907	24253.5999999046
-1287380	29015.2974538253	185514696.6	477597756.6	547602504.6	33760.8000001907	-67360.4000000954	63793.1999998093	-43316.8000001907	25152.5999999046
-1287386	29015.6077309811	185555725.6	477553863.6	547618309.6	-11108.1999998093	-66620.4000000954	63136.1999998093	-43079.8000001907	25436.5999999046
-1287391	29015.8663003786	185560466.6	477983832.6	548086019.6	-148436.199999809	-63653.4000000954	65353.1999998093	-41209.8000001907	27167.5999999046
-1287396	29016.1248744133	185527207.6	478360990.6	548378877.6	99796.8000001907	-62387.4000000954	67197.1999998093	-41683.8000001907	29264.5999999046
-1287402	29016.4351693765	185391725.6	477073622.6	547660254.6	75376.8000001907	-66281.4000000954	64182.1999998093	-44476.8000001907	24758.5999999046
-1287408	29016.7454710179	185531991.6	477848897.6	547859064.6	150067.800000191	-64202.4000000954	65270.1999998093	-41921.8000001907	27532.5999999046
-1287413	29017.0040608206	185214778.6	478177543.6	547235522.6	-164921.199999809	-63033.4000000954	69088.1999998093	-39248.8000001907	29697.5999999046
-1287418	29017.2626552612	185173040.6	477470758.6	546795950.6	-16280.1999998093	-62809.4000000954	68513.1999998093	-39318.8000001907	29437.5999999046
-1287424	29017.5729747121	185447634.6	477087603.6	547272089.6	38981.8000001907	-66954.4000000954	61950.1999998093	-44727.8000001907	23853.5999999046
-1287429	29017.8315793566	185462071.6	477927687.6	547328119.6	177413.800000191	-72374.4000000954	57540.1999998093	-50301.8000001907	18664.5999999046
-1287435	29018.1419110524	185350598.6	477779685.6	547557872.6	-84374.1999998093	-69398.4000000954	60419.1999998093	-47354.8000001907	20683.5999999046
-1287440	29018.4005259012	185577313.6	477905317.6	547937512.6	72277.8000001907	-66390.4000000954	63804.1999998093	-44303.8000001907	23783.5999999046
-1287446	29018.7108698427	185250062.6	476589773.6	547115482.6	20028.8000001907	-74089.4000000954	56604.1999998093	-51551.8000001907	17228.5999999046
-1287451	29018.9694948966	185617462.6	478238542.6	547817810.6	-11559.1999998093	-67295.4000000954	63363.1999998093	-44541.8000001907	23662.5999999046
-1287457	29019.2798510845	184916584.6	475690639.6	545833136.6	-61007.1999998093	-74606.4000000954	56132.1999998093	-51456.8000001907	15106.5999999046
-1287462	29019.538486344	185694663.6	477178304.6	547754531.6	47174.8000001907	-70253.4000000954	59093.1999998093	-48857.8000001907	17553.5999999046
-1287468	29019.848854779	184935328.6	475863427.6	546161549.6	46761.8000001907	-63349.4000000954	66614.1999998093	-41525.8000001907	25815.5999999046
-1287473	29020.1075002447	185608454.6	477121741.6	547097099.6	21073.8000001907	-63551.4000000954	65909.1999998093	-42401.8000001907	24824.5999999046
-1287479	29020.4178809275	185530155.6	477045594.6	547572490.6	32217.8000001907	-73571.4000000954	57410.1999998093	-51565.8000001907	15479.5999999046
-1287484	29020.6765366	185330462.6	475859447.6	547455365.6	-64110.1999998093	-77134.4000000954	54854.1999998093	-53846.8000001907	14053.5999999046
-1287490	29020.9869295314	185258166.6	475808432.6	546536615.6	57885.8000001907	-67351.4000000954	63820.1999998093	-44530.8000001907	24265.5999999046
-1287495	29021.2455954114	185058730.6	475809629.6	547102488.6	15188.8000001907	-73224.4000000954	58414.1999998093	-48698.8000001907	19101.5999999046
-1287500	29021.5042659313	185167430.6	476035655.6	547126273.6	49659.8000001907	-62677.4000000954	68170.1999998093	-39657.8000001907	27829.5999999046
