Date and Time	Stepnumber	 T1  [°C]	 T2  [°C]	 T3  [°C]	 T4  [°C]	 P1 [psig] 	 P2 [psig] 	 P3 [psig] 	 P4 [psig] 	 P5 [psig] 	 P6 [psig] 	 P7 [psia] 	 P8 [psia] 	 P9 [psia] 	MFC1 SP [ml/min]	MFC2 SP [ml/min]	MFC3 SP [ml/min]	MFC4 SP [ml/min]	MFC5 SP [ml/min]	MFC6 SP [ml/min]	MFC1 CSP [ml/min]	MFC2 CSP [ml/min]	MFC3 CSP [ml/min]	MFC4 CSP [ml/min]	MFC5 CSP [ml/min]	MFC6 CSP [ml/min]	MFC1Flow [ml/min]	MFC2Flow [ml/min]	MFC3Flow [ml/min]	MFC4Flow [ml/min]	MFC5Flow [ml/min]	MFC6Flow [ml/min]	SV1 SP	SV1 Feedback	SV2 SP	SV2 Feedback	BV1	BV2	BV3	BV4	BV5	BV6	TR1 SP [°C]	TR1 CSP [°C]	TR1 T [°C]	TR2 SP [°C]	TR2 CSP [°C]	TR2 T [°C]	Extra AI1, Extra AI1 [Kg]	Extra AI2, Extra AI2 [psi]	Extra AI3, Extra AI3 [apples]	Extra AI4, Extra AI4 [barrels]	Extra TC1 - Extra TC1 [°C]	Extra TC2 - Extra TC2 [°C]	Extra TC3 - Extra TC3 [°C]	Extra TC4 - Extra TC4 [°C]	Extra TC5 - Extra TC5 [°C]	Extra TC6 - Extra TC6 [°C]	Extra TC7 - Extra TC7 [°C]	Extra TC8 - Extra TC8 [°C]	Extra DO 1	Extra DO 2	Extra DO 3	Extra DO 4	
6/14/2021 16:21:03	0	2300.219119	2300.219119	2300.553746	2300.553746	38.706421	35.939952	41.897544	21.463028	33.594850	40.571665	16.979523	6.151722	-4.229299	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.477632	0.374095	0.333053	0.057200	0.139788	0.121033	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	26.550327	0.000000	0.000000	0.000000	-0.128746	-0.021710	0.044284	0.100429	2300.553746	2300.219119	2300.219119	2300.553746	2300.553746	2300.553746	2300.394651	2300.394651	0	0	0	0	
6/14/2021 16:21:33	0	2300.198863	2300.198863	2300.532837	2300.532837	38.687824	35.917171	41.890229	21.452139	33.594887	40.570115	17.373288	7.260864	0.958321	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.418532	0.365886	0.321562	0.054672	0.137818	0.112168	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	26.463154	0.000000	0.000000	0.000000	0.082042	0.099444	0.093862	0.123740	2300.532837	2300.198863	2300.198863	2300.532837	2300.532837	2300.532837	2300.374134	2300.374134	0	0	0	0	
6/14/2021 16:21:48	0	2300.189610	2300.189610	2300.523607	2300.523607	38.695046	35.935024	41.893391	21.446253	33.595110	40.565249	17.407890	8.095382	5.272586	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.411966	0.403644	0.331412	0.059498	0.134535	0.119063	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	26.424105	0.000000	0.000000	0.000000	0.410373	0.333215	0.259012	0.238328	2300.523607	2300.189610	2300.189610	2300.523607	2300.523607	2300.523607	2300.364931	2300.364931	0	0	0	0	
6/14/2021 16:22:03	0	2300.161798	2300.161798	2300.495868	2300.495868	38.687669	35.926842	41.884340	21.441242	33.594748	40.572595	17.733691	8.839434	0.012729	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.346299	0.379020	0.331412	0.055821	0.143071	0.109213	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	26.386410	0.000000	0.000000	0.000000	-0.009562	0.015719	0.013093	0.041986	2300.495868	2300.161798	2300.161798	2300.495868	2300.495868	2300.495868	2300.336650	2300.336650	0	0	0	0	
6/14/2021 16:22:18	0	2300.134546	2300.134546	2300.467706	2300.467706	38.721484	35.926780	41.883814	21.436323	33.594831	40.574299	17.050835	7.000858	-1.661756	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.457932	0.375736	0.337978	0.053982	0.137161	0.113153	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	26.354395	0.000000	0.000000	0.000000	-0.033530	0.019659	0.062671	0.105025	2300.467706	2300.134546	2300.134546	2300.467706	2300.467706	2300.467706	2300.309060	2300.309060	0	0	0	0	
6/14/2021 16:22:33	0	2300.141467	2300.141467	2300.473823	2300.473823	38.695914	35.916025	41.885487	21.435430	33.594497	40.578577	17.338066	7.865205	-3.937085	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.385699	0.375736	0.341262	0.058119	0.149638	0.110198	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	26.334549	0.000000	0.000000	0.000000	-0.156654	-0.064722	-0.024994	0.024913	2300.473823	2300.141467	2300.141467	2300.473823	2300.473823	2300.473823	2300.315488	2300.315488	0	0	0	0	
6/14/2021 16:22:48	0	2300.131306	2300.131306	2300.462908	2300.462908	38.688785	35.911964	41.885766	21.431739	33.595017	40.578081	17.364635	8.475237	-2.505565	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.398832	0.374095	0.328128	0.056510	0.135848	0.118078	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	26.302675	0.000000	0.000000	0.000000	-0.124478	-0.058483	-0.033530	0.003571	2300.462908	2300.131306	2300.131306	2300.462908	2300.462908	2300.462908	2300.305248	2300.305248	0	0	0	0	
6/14/2021 16:23:03	0	2300.139788	2300.139788	2300.469890	2300.469890	38.714355	35.921758	41.885952	21.429907	33.594785	40.581087	16.993681	7.176013	-0.916446	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.418532	0.370811	0.336337	0.054672	0.143728	0.113153	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	26.293837	0.000000	0.000000	0.000000	-0.017114	0.019659	0.054462	0.094190	2300.469890	2300.139788	2300.139788	2300.469890	2300.469890	2300.469890	2300.312929	2300.312929	0	0	0	0	
6/14/2021 16:23:18	0	2300.100101	2300.100101	2300.429032	2300.429032	38.721360	35.908555	41.886014	21.428531	33.594831	40.586728	17.066989	7.203524	-3.940368	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.411966	0.400361	0.349470	0.056510	0.150295	0.105273	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	26.277224	0.000000	0.000000	0.000000	-0.147461	-0.046992	-0.003652	0.046254	2300.429032	2300.100101	2300.100101	2300.429032	2300.429032	2300.429032	2300.273497	2300.273497	0	0	0	0	
6/14/2021 16:23:33	0	2300.093675	2300.093675	2300.421025	2300.421025	38.712310	35.910260	41.888184	21.430688	33.594617	40.589084	17.444055	7.029670	-4.032301	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.438232	0.365886	0.326487	0.055131	0.142415	0.113153	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	26.259912	0.000000	0.000000	0.000000	-0.108389	-0.010547	0.053149	0.108637	2300.421025	2300.093675	2300.093675	2300.421025	2300.421025	2300.421025	2300.266656	2300.266656	0	0	0	0	
6/14/2021 16:23:48	0	2300.095340	2300.095340	2300.421060	2300.421060	38.711380	35.924145	41.889733	21.427880	33.594645	40.589270	17.295666	7.581445	-1.576390	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.352866	0.385586	0.341262	0.056051	0.140445	0.106258	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	26.263182	0.000000	0.000000	0.000000	0.049866	0.114219	0.116845	0.142127	2300.421060	2300.095340	2300.095340	2300.421060	2300.421060	2300.421060	2300.267777	2300.267777	0	0	0	0	
6/14/2021 16:24:03	0	2300.102681	2300.102681	2300.425838	2300.425838	38.689932	35.908338	41.883287	21.429795	33.594850	40.591718	17.313816	7.536491	4.484592	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.425099	0.357678	0.326487	0.056740	0.141758	0.110198	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	26.250380	0.000000	0.000000	0.000000	0.336170	0.279697	0.222239	0.214688	2300.425838	2300.102681	2300.102681	2300.425838	2300.425838	2300.425838	2300.274186	2300.274186	0	0	0	0	
6/14/2021 16:24:18	0	2300.090093	2300.090093	2300.411101	2300.411101	38.689095	35.927895	41.880683	21.430288	33.594710	40.592462	17.239888	6.875727	-3.910819	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.339733	0.390511	0.321562	0.058349	0.138475	0.112168	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	26.226271	0.000000	0.000000	0.000000	-0.101823	0.007511	0.070879	0.122755	2300.411101	2300.090093	2300.090093	2300.411101	2300.411101	2300.411101	2300.260563	2300.260563	0	0	0	0	
6/14/2021 16:24:33	0	2300.084658	2300.084658	2300.403775	2300.403775	38.710543	35.944074	41.882760	21.430223	33.594999	40.594756	17.891924	9.142932	-0.814664	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.411966	0.362603	0.323203	0.056970	0.135848	0.119063	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	26.227720	0.000000	0.000000	0.000000	0.058402	0.112577	0.090250	0.106010	2300.403775	2300.084658	2300.084658	2300.403775	2300.403775	2300.403775	2300.254842	2300.254842	0	0	0	0	
6/14/2021 16:24:48	0	2300.073691	2300.073691	2300.390426	2300.390426	38.698145	35.919000	41.877553	21.429042	33.595101	40.597452	17.478682	9.132654	5.945664	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.418532	0.395436	0.316637	0.058349	0.140445	0.120048	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	26.210110	0.000000	0.000000	0.000000	0.452728	0.367690	0.273131	0.248177	2300.390426	2300.073691	2300.073691	2300.390426	2300.390426	2300.390426	2300.243046	2300.243046	0	0	0	0	
6/14/2021 16:25:03	0	2300.070869	2300.070869	2300.385998	2300.385998	38.708064	35.923897	41.883039	21.429321	33.594580	40.595934	17.656751	8.096027	-2.032769	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.405399	0.370811	0.359320	0.053982	0.145041	0.109213	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	26.191162	0.000000	0.000000	0.000000	-0.107076	-0.024337	-0.003980	0.040673	2300.385998	2300.070869	2300.070869	2300.385998	2300.385998	2300.385998	2300.239914	2300.239914	0	0	0	0	
6/14/2021 16:25:18	0	2300.085016	2300.085016	2300.397068	2300.397068	38.700997	35.944322	41.883907	21.431339	33.594859	40.598506	17.339467	7.983852	4.182528	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.405399	0.383945	0.342903	0.059958	0.139131	0.112168	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	26.169163	0.000000	0.000000	0.000000	0.285607	0.224538	0.181526	0.180213	2300.397068	2300.085016	2300.085016	2300.397068	2300.397068	2300.397068	2300.252638	2300.252638	0	0	0	0	
6/14/2021 16:25:33	0	2300.092686	2300.092686	2300.403004	2300.403004	38.726753	35.931770	41.883597	21.431934	33.594757	40.599405	17.398580	8.643426	-0.023387	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.405399	0.370811	0.333053	0.056970	0.146355	0.113153	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	26.156103	0.000000	0.000000	0.000000	0.110607	0.129978	0.120457	0.131948	2300.403004	2300.092686	2300.092686	2300.403004	2300.403004	2300.403004	2300.260283	2300.260283	0	0	0	0	
6/14/2021 16:25:48	0	2300.058287	2300.058287	2300.366841	2300.366841	38.694581	35.934807	41.882202	21.436025	33.594766	40.598785	17.340880	8.603455	2.494908	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.411966	0.367528	0.334695	0.056970	0.143071	0.116108	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	26.133574	0.000000	0.000000	0.000000	0.292502	0.259669	0.216329	0.204838	2300.366841	2300.058287	2300.058287	2300.366841	2300.366841	2300.366841	2300.225364	2300.225364	0	0	0	0	
6/14/2021 16:26:03	0	2300.083201	2300.083201	2300.389533	2300.389533	38.710388	35.945593	41.879319	21.435969	33.594748	40.603682	17.719198	8.682999	0.380459	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.385699	0.370811	0.329770	0.055131	0.135191	0.120048	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	26.128708	0.000000	0.000000	0.000000	0.150663	0.181198	0.147380	0.159200	2300.389533	2300.083201	2300.083201	2300.389533	2300.389533	2300.389533	2300.249297	2300.249297	0	0	0	0	
6/14/2021 16:26:18	0	2300.088727	2300.088727	2300.393688	2300.393688	38.701741	35.935396	41.877863	21.438824	33.594785	40.599684	17.948297	9.389783	4.530558	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.398832	0.385586	0.349470	0.057200	0.134535	0.111183	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	26.107937	0.000000	0.000000	0.000000	0.416611	0.354885	0.292830	0.279697	2300.393688	2300.088727	2300.088727	2300.393688	2300.393688	2300.393688	2300.254668	2300.254668	0	0	0	0	
6/14/2021 16:26:33	0	2300.079718	2300.079718	2300.383151	2300.383151	38.685159	35.939270	41.878018	21.439903	33.594748	40.603217	18.016013	9.810874	2.905321	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.392266	0.379020	0.354395	0.059958	0.136505	0.116108	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	26.099058	0.000000	0.000000	0.000000	0.253102	0.227493	0.158215	0.146723	2300.383151	2300.079718	2300.079718	2300.383151	2300.383151	2300.383151	2300.245528	2300.245528	0	0	0	0	
6/14/2021 16:26:48	0	2300.094240	2300.094240	2300.395475	2300.395475	38.687235	35.924517	41.880590	21.439828	33.594841	40.599622	17.533616	7.885538	-0.046370	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.490765	0.374095	0.329770	0.057200	0.135848	0.112168	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	26.084038	0.000000	0.000000	0.000000	0.038046	0.049209	0.069566	0.098459	2300.395475	2300.094240	2300.094240	2300.395475	2300.395475	2300.395475	2300.258629	2300.258629	0	0	0	0	
6/14/2021 16:27:03	0	2300.089289	2300.089289	2300.388661	2300.388661	38.705894	35.924951	41.880156	21.440172	33.594794	40.598785	17.354617	7.500723	4.501009	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.365999	0.388870	0.347828	0.057889	0.133878	0.118078	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	26.066654	0.000000	0.000000	0.000000	0.352915	0.299397	0.253102	0.249819	2300.388661	2300.089289	2300.089289	2300.388661	2300.388661	2300.388661	2300.253781	2300.253781	0	0	0	0	
6/14/2021 16:27:18	0	2300.108053	2300.108053	2300.406418	2300.406418	38.706545	35.940200	41.881489	21.447351	33.594748	40.596274	17.067596	6.680351	-3.789337	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.451365	0.380661	0.331412	0.057659	0.141758	0.116108	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	26.054905	0.000000	0.000000	0.000000	-0.108718	-0.017442	0.043956	0.096160	2300.406418	2300.108053	2300.108053	2300.406418	2300.406418	2300.406418	2300.272339	2300.272339	0	0	0	0	
6/14/2021 16:27:33	0	2300.095318	2300.095318	2300.391766	2300.391766	38.685004	35.937597	41.875724	21.447211	33.594710	40.593330	17.228011	7.759390	-3.493839	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.405399	0.370811	0.342903	0.058349	0.137161	0.115123	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	26.040846	0.000000	0.000000	0.000000	-0.136626	-0.060125	-0.019412	0.024913	2300.391766	2300.095318	2300.095318	2300.391766	2300.391766	2300.391766	2300.258620	2300.258620	0	0	0	0	
6/14/2021 16:27:48	0	2300.084484	2300.084484	2300.379612	2300.379612	38.686429	35.937690	41.877274	21.448978	33.594757	40.597793	17.423536	9.097221	5.988347	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.359433	0.383945	0.333053	0.058119	0.143071	0.102318	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	26.023203	0.000000	0.000000	0.000000	0.429088	0.330917	0.242268	0.219941	2300.379612	2300.084484	2300.084484	2300.379612	2300.379612	2300.379612	2300.247527	2300.247527	0	0	0	0	
6/14/2021 16:28:03	0	2300.092416	2300.092416	2300.386407	2300.386407	38.702299	35.933412	41.876468	21.448606	33.594980	40.598103	17.393187	8.453293	5.095287	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.457932	0.359320	0.342903	0.058349	0.146355	0.112168	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	26.004400	0.000000	0.000000	0.000000	0.355542	0.275101	0.200898	0.184153	2300.386407	2300.092416	2300.092416	2300.386407	2300.386407	2300.386407	2300.254503	2300.254503	0	0	0	0	
6/14/2021 16:28:18	0	2300.114175	2300.114175	2300.406356	2300.406356	38.697216	35.923959	41.874980	21.453515	33.594859	40.596243	17.643597	8.858725	5.272586	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.359433	0.382303	0.334695	0.057200	0.141101	0.115123	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	25.989473	0.000000	0.000000	0.000000	0.393628	0.307605	0.222896	0.202211	2300.406356	2300.114175	2300.114175	2300.406356	2300.406356	2300.406356	2300.276004	2300.276004	0	0	0	0	
6/14/2021 16:28:33	0	2300.104091	2300.104091	2300.394978	2300.394978	38.695046	35.937039	41.877398	21.455087	33.594776	40.598599	17.269358	6.384900	-3.812320	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.451365	0.362603	0.339620	0.057659	0.142415	0.110198	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	25.980976	0.000000	0.000000	0.000000	-0.101823	0.008168	0.071207	0.127023	2300.394978	2300.104091	2300.104091	2300.394978	2300.394978	2300.394978	2300.265221	2300.265221	0	0	0	0	
6/14/2021 16:28:48	0	2300.115053	2300.115053	2300.404000	2300.404000	38.684508	35.928174	41.878204	21.457281	33.594859	40.601017	17.753639	8.442086	-2.968511	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.392266	0.380661	0.351112	0.057200	0.143071	0.107243	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	25.962561	0.000000	0.000000	0.000000	-0.066363	0.025241	0.044613	0.081714	2300.404000	2300.115053	2300.115053	2300.404000	2300.404000	2300.404000	2300.275511	2300.275511	0	0	0	0	
6/14/2021 16:29:03	0	2300.120368	2300.120368	2300.407764	2300.407764	38.708157	35.938774	41.879319	21.458806	33.594627	40.597793	17.546783	7.293867	-4.373764	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.405399	0.372453	0.354395	0.057430	0.137161	0.119063	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	25.942242	0.000000	0.000000	0.000000	-0.173071	-0.051588	0.014078	0.072521	2300.407764	2300.120368	2300.120368	2300.407764	2300.407764	2300.407764	2300.280128	2300.280128	0	0	0	0	
6/14/2021 16:29:18	0	2300.098815	2300.098815	2300.385691	2300.385691	38.734037	35.942091	41.876995	21.461689	33.594924	40.600304	17.560296	8.645434	-1.911287	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.398832	0.369170	0.344545	0.058809	0.139131	0.123003	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	25.927406	0.000000	0.000000	0.000000	-0.110031	-0.051917	-0.029918	0.002586	2300.385691	2300.098815	2300.098815	2300.385691	2300.385691	2300.385691	2300.258263	2300.258263	0	0	0	0	
6/14/2021 16:29:33	0	2300.120364	2300.120364	2300.405510	2300.405510	38.695635	35.913328	41.875259	21.462646	33.594710	40.597080	17.507730	9.061689	5.637033	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.385699	0.374095	0.331412	0.056510	0.143071	0.114138	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	25.918707	0.000000	0.000000	0.000000	0.376883	0.286264	0.193675	0.171348	2300.405510	2300.120364	2300.120364	2300.405510	2300.405510	2300.405510	2300.279116	2300.279116	0	0	0	0	
6/14/2021 16:29:48	0	2300.148671	2300.148671	2300.433612	2300.433612	38.711597	35.953559	41.877646	21.464980	33.594757	40.594229	17.477206	8.065020	2.659073	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.431665	0.351112	0.334695	0.056510	0.141101	0.117093	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	25.898386	0.000000	0.000000	0.000000	0.228149	0.187108	0.143768	0.143768	2300.433612	2300.148671	2300.148671	2300.433612	2300.433612	2300.433612	2300.307346	2300.307346	0	0	0	0	
6/14/2021 16:30:03	0	2300.139173	2300.139173	2300.422147	2300.422147	38.735711	35.941099	41.872129	21.467593	33.594822	40.595469	17.399671	7.224737	-3.526672	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.418532	0.360961	0.346187	0.056740	0.148981	0.103303	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	25.887333	0.000000	0.000000	0.000000	-0.173399	-0.061110	-0.009234	0.047239	2300.422147	2300.139173	2300.139173	2300.422147	2300.422147	2300.422147	2300.296813	2300.296813	0	0	0	0	
6/14/2021 16:30:18	0	2300.125588	2300.125588	2300.406775	2300.406775	38.701958	35.934776	41.879970	21.471368	33.594562	40.595779	17.319569	7.905833	-3.772920	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.451365	0.377378	0.337978	0.057889	0.137161	0.112168	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	25.884750	0.000000	0.000000	0.000000	-0.165191	-0.080481	-0.047320	-0.002010	2300.406775	2300.125588	2300.125588	2300.406775	2300.406775	2300.406775	2300.282011	2300.282011	0	0	0	0	
6/14/2021 16:30:33	0	2300.150845	2300.150845	2300.431130	2300.431130	38.705274	35.944694	41.875755	21.470708	33.594980	40.593950	17.379995	8.410571	-1.806221	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.372566	0.354395	0.306787	0.057659	0.135191	0.111183	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	25.881283	0.000000	0.000000	0.000000	-0.017770	0.033778	0.059059	0.092220	2300.431130	2300.150845	2300.150845	2300.431130	2300.431130	2300.431130	2300.306908	2300.306908	0	0	0	0	
6/14/2021 16:30:48	0	2300.156574	2300.156574	2300.436498	2300.436498	38.725885	35.926873	41.875786	21.476743	33.595054	40.591191	17.245876	6.559720	-4.068417	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.464498	0.359320	0.334695	0.059268	0.145041	0.111183	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	25.869370	0.000000	0.000000	0.000000	-0.106748	0.002258	0.067596	0.125054	2300.436498	2300.156574	2300.156574	2300.436498	2300.436498	2300.436498	2300.311603	2300.311603	0	0	0	0	
6/14/2021 16:31:03	0	2300.153553	2300.153553	2300.432027	2300.432027	38.715130	35.943207	41.879009	21.475376	33.594673	40.590231	17.642084	8.540822	1.529616	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.418532	0.383945	0.357678	0.057659	0.145698	0.118078	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	25.861292	0.000000	0.000000	0.000000	0.219284	0.228478	0.180213	0.183825	2300.432027	2300.153553	2300.153553	2300.432027	2300.432027	2300.432027	2300.307986	2300.307986	0	0	0	0	
6/14/2021 16:31:18	0	2300.168429	2300.168429	2300.446439	2300.446439	38.747550	35.932947	41.876747	21.479476	33.594906	40.593640	17.740671	9.576928	2.606540	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.431665	0.357678	0.354395	0.056740	0.139131	0.114138	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	25.854914	0.000000	0.000000	0.000000	0.222896	0.206808	0.138515	0.127352	2300.446439	2300.168429	2300.168429	2300.446439	2300.446439	2300.446439	2300.321880	2300.321880	0	0	0	0	
6/14/2021 16:31:33	0	2300.170972	2300.170972	2300.449087	2300.449087	38.715192	35.936109	41.878761	21.481457	33.594831	40.597855	17.091338	6.992725	0.758039	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.320033	0.392153	0.341262	0.058579	0.139131	0.112168	A	Moving or Left	A	A	1	0	0	0	0	0	0.000000	0.000000	25.844326	0.000000	0.000000	0.000000	0.068252	0.075476	0.096160	0.128008	2300.449087	2300.170972	2300.170972	2300.449087	2300.449087	2300.449087	2300.324734	2300.324734	0	0	0	0	
