energy,2021-06-14 16:33:52,2021-06-14 16:35:37,2021-06-14 16:37:23,2021-06-14 16:39:11,2021-06-14 16:40:57,2021-06-14 16:42:42,2021-06-14 16:44:27,2021-06-14 16:46:13,2021-06-14 16:47:59,2021-06-14 16:49:44,2021-06-14 16:51:30,2021-06-14 16:53:15,2021-06-14 16:55:01,2021-06-14 16:56:46,2021-06-14 16:58:34,2021-06-14 17:00:20,2021-06-14 17:02:05,2021-06-14 17:03:51,2021-06-14 17:05:37,2021-06-14 17:07:22,2021-06-14 17:09:08,2021-06-14 17:10:56,2021-06-14 17:12:42,2021-06-14 17:14:27,2021-06-14 17:16:13,2021-06-14 17:17:58,2021-06-14 17:19:44,2021-06-14 17:21:32,2021-06-14 17:23:20,2021-06-14 17:25:06,2021-06-14 17:26:52,2021-06-14 17:28:37,2021-06-14 17:30:23,2021-06-14 17:32:09,2021-06-14 17:33:55,2021-06-14 17:35:40,2021-06-14 17:37:26,2021-06-14 17:39:12,2021-06-14 17:40:58,2021-06-14 17:42:43,2021-06-14 17:44:29,2021-06-14 17:46:15,2021-06-14 17:48:01,2021-06-14 17:49:47,2021-06-14 17:51:32,2021-06-14 17:53:18,2021-06-14 17:55:04,2021-06-14 17:56:50,2021-06-14 17:58:36,2021-06-14 18:00:22
29050.0,0.002802206671935535,0.002520120235677081,0.0034039894985259727,0.003983024416097871,0.0017046864801926387,0.002277179608805171,0.0036580411271481777,0.002988071181639423,0.0016688897467294391,0.002285654756074577,0.00276097291340626,0.001539968421890611,0.0016631496309910208,0.0028390869844668208,0.004567444801953542,0.0033534629045140576,0.0013523965261102158,0.0032409267454137657,0.0027585366053071224,0.0039357844715091845,0.0018779508505540297,0.0031330561075829997,0.002491949116861262,0.003081004716296124,0.003550219222377798,0.00244469008037733,0.003134179606995552,0.004356608869071792,0.0038447842223331926,0.0033412348439411954,0.0029372310168011132,0.0015688783098224506,0.0015697049452517934,0.003381366538647712,0.004145325902619835,0.0013650159435269033,0.004796842332868967,0.0023983022792059337,0.004232875585162545,0.0020680425310911216,0.002650220173745817,0.0035573709135487655,0.004116798407120861,0.0013945694276875534,0.0028127599020944965,0.0034842416527915377,0.00222454015707419,0.002946947284213604,0.00289274561935436,0.003250981128053345
29050.25,0.002546500836653879,0.004606315086142213,0.003726809105789076,0.004838737941261907,0.0021832853768329104,0.0030309446642038766,0.0021327711106957662,0.0025353752431009893,0.002144641869222242,0.0031229806619169293,0.002242637046575929,0.0013800237508016502,0.0020228591284848097,0.0036956683056413105,0.003168261029271452,0.0039762609396546056,0.001971496470866519,0.003270997561511616,0.0022912963387765506,0.003678753560483502,0.004119402980823616,0.00278262908316222,0.0031125086302825587,0.003817741523564051,0.003767633800473678,0.002226137353194663,0.0021865472774238413,0.002958210266728475,0.00289178396527993,0.003740851558616002,0.0030177246223054557,0.001674447541066739,0.0028046884027079803,0.0020172815419758736,0.003288894092690926,0.0017433563467037852,0.00415538165085045,0.002072157935626131,0.004187978332604739,0.0035055132081455525,0.002234259915460747,0.0038644623880931582,0.0039177717543491175,0.0018420401419909729,0.003631866671461692,0.003925733866103767,0.002411024990988936,0.0037362799348841344,0.0037584868329218475,0.003364475348201124
29050.5,0.0032518650445945638,0.004093023209413427,0.0033581279293813967,0.002802897855456005,0.0023751338073788393,0.003570601482663717,0.0016835720603476188,0.003401027347531708,0.002073493999482878,0.003893935971741593,0.002802734183179791,0.0024954446663077185,0.0016517836823155786,0.0039975195916599204,0.003658297336107543,0.0041832943455423,0.002615339175384249,0.002665671523222366,0.002289555252341619,0.003393006967944995,0.006028764710892533,0.002636992449721705,0.003124705211387178,0.0035288783454116984,0.0032000485177561813,0.0014709670435099904,0.00069421868926569,0.002135445418030576,0.0028030467840332147,0.0038055077623187056,0.0027451589656296094,0.0020450464112339224,0.00390364855947558,0.001807462029107662,0.00267331380156809,0.0036634612271768483,0.003678262702204137,0.001927690125000007,0.004038237121018817,0.0020855611458723408,0.0025538018243282863,0.0037316408513177915,0.0032430969429395667,0.0030557091222301828,0.0040379388660341,0.0032316234003479443,0.002338071718753211,0.0019540895084103316,0.0040167995828753935,0.0027016962089391324
29050.75,0.0029725303602553548,0.003624911660552462,0.002648947111585075,0.002181707499267361,0.0019411097632809344,0.003640090062882173,0.0027195349892166734,0.004398482859803823,0.0020219982813425665,0.0033761123913618814,0.0036155031601153237,0.0028213697576061772,0.002864129635710184,0.0035985892867697166,0.003767119096168595,0.002547510542829771,0.0021139491670146703,0.0023233210468483743,0.0021817359355929414,0.004479293270452753,0.0034119261893638033,0.00240473970104467,0.0022951297599580604,0.0036709374861595783,0.004159874999793221,0.0015780225307347553,0.0014937673595379329,0.004297562207481122,0.0032592309564983195,0.0034755942462451066,0.0017995852615837653,0.003685885160046325,0.002704387122821448,0.0040165053128697215,0.0028322662544723394,0.0028307107175457123,0.0036131108016975266,0.0027850498725894807,0.0037818984227239952,0.0021451317198183744,0.003196744627261219,0.005193886100328389,0.00198840290564577,0.001897965237502651,0.001798877124970627,0.0020688876733315513,0.0019124824443573878,0.0030842163144901144,0.003078343951929609,0.002773046434865921
29051.0,0.0020821757482479193,0.0027052710216297795,0.002773503541796321,0.003704434467977435,0.0013933931582629003,0.0039316025426727255,0.0026690050877677465,0.003185589820782704,0.0026217099995095743,0.002020949412130278,0.0034306495248406462,0.0024853875823372352,0.004304221148603275,0.0040738260684569,0.0030893181987070003,0.001226823332347031,0.0008873144862541506,0.003289509396418903,0.0011657846286965803,0.003555901741950622,0.0029712760798881383,0.0011292442477457182,0.002181245831285468,0.0016325826133823554,0.001534585812127578,0.0017416696997447046,0.003000517542022274,0.002434894240720814,0.003658912413089809,0.0023510625593696982,0.0004038061483552424,0.002665920179745429,0.0013806225221063813,0.0032310987931443123,0.0026210322517343267,0.002383373690122008,0.0037211605745586843,0.002469016614340877,0.002734057845398092,0.002856472014044113,0.004274939323805473,0.0034123622622950897,0.0027462344399593617,0.0035022351879092565,0.0018126696895056388,0.0027380349066896854,0.0028857947454453995,0.002947795400591929,0.001835112465310416,0.0035172282158801894
29051.25,0.0020716918711670813,0.0032063273259868796,0.0035678944844690134,0.003644372934757676,0.0020198944880075375,0.0031149658539268944,0.0010673330465120925,0.0021405163181160603,0.0029254265591260615,0.002687069667840304,0.0038764748223102754,0.003451486724470633,0.003876966018368102,0.002783457782456935,0.002590192564588544,0.0020476371355273026,0.0012200995716780479,0.0027047828259061583,0.0021596772495064464,0.002333739861978049,0.0020480170123679652,0.0015626973896987308,0.002488883717391902,0.0013397099602599515,0.0013363895912772694,0.0016542997699585417,0.002187981277766844,0.0026435957777604263,0.0037830105766893537,0.0014422674681553928,0.0033616462412852845,0.002931182162905559,0.002109852008717341,0.0016715615455265283,0.0028803919498161944,0.0018968714739066386,0.003866301160253828,0.003397886112459391,0.0032054203982593227,0.0029874632937344947,0.002733528258882235,0.004017784354598977,0.002938903056917123,0.0036757353842350794,0.0028877819747053094,0.0031784072544260343,0.002533560011951457,0.0035007965307314363,0.0019187005366003201,0.003306127070129517
29051.5,0.002644136547615427,0.0039695450839735864,0.0029592082588891203,0.0022743273272438306,0.0022891034352040362,0.0033466667058080005,0.0003393234256391677,0.004114216636511851,0.002378076082620137,0.0016094350723848399,0.0036781551571967042,0.004417276184169521,0.0019538315159330646,0.002103237060830921,0.0028858490369660706,0.001576163521334794,0.001432493538518742,0.002605926460722541,0.0016141593362520748,0.0020381376273722056,0.0014651637797610713,0.001817371889631358,0.0023745494476534778,0.002099748792498478,0.0028308305353671346,0.0015197195233139116,0.0034087368907296843,0.0031193656999475403,0.001664551520416921,0.0019363290430259934,0.0029225012630047383,0.003435292286384419,0.0037681421075597883,0.001023362502948142,0.003120010488883799,0.001330592286954556,0.0029765154543811238,0.00417492251564542,0.003371712270521617,0.0021004881124901307,0.0027912887734717817,0.003760589888219287,0.0025331715526941854,0.0037165129933311477,0.002465820150122841,0.0027138233823669044,0.0027376097540956633,0.003580570901810534,0.003192632076706437,0.00251123965058745
29051.75,0.002127211099401365,0.0034930633835366784,0.002376599537042782,0.003366151620718339,0.001359481354642567,0.0035758325959193695,0.0010306099102378493,0.004320604736528016,0.0016937541934484589,0.0029574304238208123,0.003084372363298533,0.004746159123470475,0.000675523150147711,0.00243059504548105,0.0031803386159600616,0.001586618317780039,0.0027814416235853933,0.002999579832323386,0.0018427237064707982,0.0019687042054474186,0.0016333473426145644,0.002795444154720407,0.001990491691212349,0.0033414795389793877,0.0038762498325973544,0.0014910708605434034,0.0045127130120471036,0.0029070351698295286,0.0011469828707171724,0.0026946293671159063,0.0017397027151050026,0.00322500994215599,0.004222881338297825,0.0014875043008582144,0.0022893420773997634,0.000778996288814327,0.002169119340115289,0.0035472263316519495,0.0029064030009439018,0.0007826166571429908,0.0040553147049815705,0.002350685934595197,0.0031252069774209052,0.0033404011939152044,0.0021607270915488504,0.0020954857079133115,0.003145876383374655,0.0031727486346906637,0.003625075797646986,0.0018834782815076317
29052.0,0.0006911612947608813,0.002259663049640516,0.00419531542015459,0.0029728815224032415,0.0005441721352407813,0.00245871612210979,0.0020663648195815443,0.0030620130360042596,0.0005885356309295682,0.0035049242870432754,0.0024428321058016875,0.004122099656532397,0.0006314372313394781,0.0020678887669715864,0.004335831560443178,0.0025034211327072263,0.0018323731274211157,0.003278399090015493,0.0021292581935367445,0.0017611236261484261,0.0018984222791259132,0.0035279677986626416,0.0018338643783935371,0.0043895360003849415,0.0036321423519261003,0.0034774020946065467,0.004407892793963115,0.003201973921265834,0.0020364055623969717,0.0029357675699236397,0.001207673675215905,0.0027262061386830803,0.0039045891600263897,0.002187036384549351,0.001427598644666535,0.0005427827824971512,0.00195171782015018,0.0024250505299559266,0.0024079943502339513,0.0016889448283214964,0.0044015929825832675,0.002721327503169121,0.0036561796053955885,0.002962747391402773,0.0023883464947950903,0.002412909396599637,0.0032788179161745853,0.0033450124340847417,0.0027171906627734854,0.0018269989980010943
29052.25,0.0007150130650899805,0.002318987285460555,0.004372185980079042,0.001405018499865731,0.0015663646287618588,0.0015960599393729192,0.002658061363653118,0.002389178509523267,0.0009506621050250204,0.0035602383609806307,0.0017321885628669453,0.0032443377431349476,0.0020193505816115554,0.0027079992374667767,0.0033805415213124176,0.0019765604337243494,0.0015048409527416648,0.0031581856530671355,0.002266886929573578,0.002114828246442995,0.0024287835040769533,0.003593504306593639,0.0021171324368327304,0.0033192965885896738,0.003930317475830576,0.0034243426505519326,0.0035000974996502276,0.005304402403206976,0.0028794151924808084,0.0032174748059579546,0.0012162271729438882,0.0025733145324583788,0.0035101401731862667,0.0019254371214654027,0.0016073953455403786,0.0016249591289910278,0.002570477021876384,0.0033273147528046255,0.001767519671690985,0.0015818770234005746,0.0030475066033551048,0.0036617208039760284,0.003520718118426139,0.0029931305753170224,0.002624246535572159,0.0022128659304163955,0.0032961225929880548,0.003179087703776091,0.0034424292137158223,0.002798211636260183
