,Enregy,Sample,Fit,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0001,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0031,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0050
0,29149.9617271983,0.006565862835574734,0.0056631260769442835,0.0,0.0011663181797652434,0.0044968078971790405
1,29150.2227117545,0.0047007557452006955,0.005874378641780018,0.0,0.0012843334731271706,0.004590045168652848
2,29150.535899429,0.005614712799444088,0.006784361680970266,0.0,0.0015341866744165735,0.005250175006553693
3,29150.7968943305,0.0033516961852427165,0.007765380250801972,0.0,0.0011327202282716054,0.006632660022530367
4,29151.1100944197,0.005931277549517179,0.007772097407221639,0.0,0.0013132916116447325,0.006458805795576906
5,29151.3710996672,0.006400190877318171,0.006839962767728332,0.0,0.00170869450755757,0.005131268260170762
6,29151.6321096175,0.005522251270966225,0.007108515541999815,0.0,0.0014478274347092814,0.005660688107290534
7,29151.9453277658,0.005805013661473639,0.0061017230742513705,0.0,0.0013524405258165634,0.004749282548434808
8,29152.206348063,0.007117591233443556,0.0057968472089576385,0.0,0.0012902774034509199,0.004506569805506719
9,29152.4673730634,0.0062097326155951885,0.005240762587815787,0.0,0.0015585931983457572,0.00368216938947003
10,29152.7806092724,0.0060548461152427815,0.006699463616066478,0.0,0.0015248696699161001,0.005174593946150378
11,29153.0938522547,0.007471482040786459,0.006469873490439848,0.0,0.0017402547041054368,0.0047296187863344104
12,29153.3548932473,0.007959992730351941,0.0065801990208589275,0.0,0.0014152098473026386,0.005164989173556289
13,29153.6159389437,0.007510232484348444,0.007512263640631716,0.0,0.0014455714137442631,0.006066692226887453
14,29153.9291999888,0.006662056659850482,0.00751624315785915,0.0,0.001714691175942638,0.005801551981916512
15,29154.1902560341,0.007994885890101751,0.006310534481993085,0.0,0.0017062274272219968,0.004604307054771088
16,29154.4513167838,0.007568681032731483,0.007558804142934248,0.0,0.0014740431062380676,0.006084761036696181
17,29154.7645958932,0.008631670305839258,0.006763393513910637,0.0,0.001322631203828896,0.005440762310081741
18,29155.0256669927,0.007108166641985747,0.0071639476736984585,0.0,0.0016443281073514591,0.005519619566347
19,29155.2867427969,0.00886968695959188,0.006847069344075675,0.0,0.0016073525950041619,0.005239716749071513
20,29155.6000399722,0.008485425848123366,0.009521829356549468,0.0,0.001969185600847722,0.0075526437557017455
21,29155.9133439227,0.008419816488307296,0.007783646525619201,0.0,0.0016169121788346958,0.006166734346784505
22,29156.1744357237,0.010043386564951988,0.00895895660684156,0.0,0.0016983905888904563,0.0072605660179511046
23,29156.4877520958,0.01087519415767101,0.00831127681484657,0.0,0.001928180940194714,0.006383095874651856
24,29156.7488542485,0.009106627006326293,0.009792701563341465,0.0,0.0021565172520407053,0.0076361843113007585
25,29157.062183043,0.010396134115225924,0.009410752558769385,0.0,0.001952362200684368,0.007458390358085017
26,29157.323295548,0.009000247122667409,0.009276412704983639,0.0,0.0023988049711201496,0.00687760773386349
27,29157.5844127587,0.00935289719123657,0.01078942843061973,0.0,0.002763181536212298,0.00802624689440743
28,29157.8977596234,0.011067171849721719,0.011177159237455915,0.0,0.0020357079700717936,0.009141451267384122
29,29158.1588871874,0.009322818116743046,0.011172955381458523,0.0,0.002519822769377796,0.008653132612080727
30,29158.4722464763,0.010975890515655482,0.011205364140288188,0.0,0.002673841818427324,0.008531522321860864
31,29158.733384394,0.011886192437858484,0.010347216273671028,0.0,0.002245824541332459,0.00810139173233857
32,29158.9945270182,0.012644066058852236,0.010950834551374135,0.0,0.0022262919303151284,0.008724542621059006
33,29159.30790438,0.012203628238275917,0.011558911146735766,0.0,0.0025803841864435943,0.008978526960292171
34,29159.5690573589,0.013630565681816,0.01306601997409404,0.0,0.0026547861808862106,0.01041123379320783
35,29159.8302150446,0.012772181249149596,0.013959666125273558,0.0,0.00255122594931765,0.011408440175955908
36,29160.1436104808,0.014586820228890414,0.013938205287872157,0.0,0.0030958249856103542,0.010842380302261803
37,29160.4047785222,0.012790468638066885,0.013666885529931368,0.0,0.0028916918440166374,0.01077519368591473
38,29160.6659512708,0.012687330610841988,0.012572399411125503,0.0,0.0024244389091628987,0.010147960501962604
39,29160.979364783,0.014267287259783337,0.014605929115398321,0.0,0.003079258310561632,0.01152667080483669
40,29161.2405478881,0.015436845173695422,0.0150420250919218,0.0,0.0033149439913055336,0.011727081100616267
41,29161.5017357009,0.014709956850914504,0.01532173397291079,0.0,0.003216419938955998,0.012105314033954793
42,29161.8151672907,0.014724303075671536,0.014014797600336533,0.0,0.0031427025993293924,0.01087209500100714
43,29162.0763654608,0.015753218673921772,0.01629159310534363,0.0,0.003400826401805462,0.012890766703538168
44,29162.3898094798,0.014870105670036323,0.01399386567408413,0.0,0.0030520618891952647,0.010941803784888866
45,29162.651018008,0.016113857030991663,0.014681287483839841,0.0,0.0030425813052422424,0.011638706178597599
46,29162.9122312445,0.01683050099656708,0.015947266185110852,0.0,0.003184498342203384,0.012762767842907469
47,29163.2256933436,0.01735837064648472,0.01878986556814151,0.0,0.003141063855606927,0.01564880171253458
48,29163.4869169391,0.01594263326040563,0.017429453721374905,0.0,0.0032987395011954772,0.014130714220179428
49,29163.7481452433,0.015513868214842762,0.01748959940714534,0.0,0.003332648943719408,0.014156950463425931
50,29164.0616254241,0.01643734022835231,0.016804994743023615,0.0,0.0032048878233234485,0.013600106919700167
51,29164.3228640881,0.01736629315991493,0.01635243930393632,0.0,0.0035432949936860503,0.012809144310250271
52,29164.5841074613,0.017114516243092143,0.016802039390233316,0.0,0.0037345781291419724,0.013067461261091344
53,29164.8976057255,0.01872329958765268,0.017526462374866984,0.0,0.0038839210903423593,0.013642541284524624
54,29165.1588594593,0.02056169828985823,0.01752569610260469,0.0,0.0038237636745036977,0.01370193242810099
55,29165.4201179028,0.018842521668976032,0.018102118070203527,0.0,0.0035521193557403945,0.014549998714463133
56,29165.7336342518,0.020943068905687055,0.019899460927271243,0.0,0.0040246397251148675,0.015874821202156376
57,29165.9949030568,0.02089419679997394,0.0196250998435509,0.0,0.004190601913208906,0.015434497930341995
58,29166.2561765718,0.02170613022632356,0.02136053206066297,0.0,0.0043556827470344495,0.01700484931362852
59,29166.5697110073,0.021984059556461245,0.02057898103912654,0.0,0.0047391949755660875,0.01583978606356045
60,29166.8309948848,0.02227776560512755,0.022154588647067097,0.0,0.004602676180562033,0.017551912466505063
