,Enregy,Sample,Fit,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0001,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0031,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0050
0,29149.8051387217,0.005260990881568033,0.0060537676287002445,0.005955888430170613,9.787919852963105e-05,0.0
1,29150.0661204565,0.0063958881601316984,0.006494815338373488,0.006402972969154764,9.184236921872384e-05,0.0
2,29150.3793047453,0.0044019099300670874,0.0035372500771341502,0.0034229987157275185,0.00011425136140663189,0.0
3,29150.6402968253,0.004309561604202562,0.005887730962418742,0.005772385885751665,0.00011534507666707665,0.0
4,29150.9012936078,0.005063156383669326,0.006534553504400213,0.006461088185179286,7.34653192209262e-05,0.0
5,29151.2144959544,0.00431638035173985,0.0031908243522782015,0.003061818839483104,0.00012900551279509715,0.0
6,29151.527705073,0.0060993662247557385,0.004047665378754116,0.003931744636152397,0.00011592074260171913,0.0
7,29151.7887178451,0.008035259040628094,0.0044518358031156715,0.004334371706024087,0.00011746409709158398,0.0
8,29152.0497353203,0.006842393149750472,0.003422821367181021,0.0033270692241829927,9.575214299802853e-05,0.0
9,29152.3629624988,0.006405587125100133,0.0063524801962754,0.0062321167892307894,0.00012036340704461072,0.0
10,29152.6239903213,0.006496012472236957,0.006374929336935872,0.006262944634935261,0.00011198470200061074,0.0
11,29152.8850228473,0.0090160748133568,0.004781937930791074,0.004648796943256586,0.00013314098753448877,0.0
12,29153.1982680872,0.007419556601450939,0.007160384678016623,0.007033116144068288,0.00012726853394833465,0.0
13,29153.4593109614,0.00691115903682744,0.00786745897119891,0.007761963060829992,0.00010549591036891723,0.0
14,29153.7203585394,0.007133321096124519,0.006774409487903071,0.006649034162531619,0.0001253753253714514,0.0
15,29154.0336218424,0.0056055883849839725,0.00731292378904403,0.0071809870881146265,0.0001319367009294034,0.0
16,29154.2946797695,0.006199254147374742,0.009844169855145515,0.009709543837883514,0.00013462601726200058,0.0
17,29154.5557424009,0.004845808982250053,0.009783381562575221,0.009685370816496723,9.801074607849765e-05,0.0
18,29154.8690237685,0.006419372525182091,0.009834531378352407,0.009711668263722304,0.00012286311463010342,0.0
19,29155.1300967498,0.005251103053065827,0.0073212210266998135,0.0071992486327139196,0.0001219723939858937,0.0
20,29155.4433905377,0.007427274254067687,0.008499601321223627,0.008347751129501136,0.00015185019172249132,0.0
21,29155.7044738696,0.007257951024140443,0.011198255974424542,0.011055677155999859,0.00014257881842468366,0.0
22,29156.0177800785,0.008043046151024264,0.009059949265548758,0.00893085207063689,0.00012909719491186714,0.0
23,29156.2788737616,0.007541716602391158,0.008859018261286765,0.008723937780397107,0.00013508048088965653,0.0
24,29156.5921923922,0.008470364088150596,0.009982244121869679,0.009818708392165428,0.00016353572970425164,0.0
25,29156.9055177987,0.009021980088206375,0.007643011601034713,0.0074813238857161304,0.00016168771531858256,0.0
26,29157.1666274803,0.01038446213950772,0.010862613473927822,0.010705846214860327,0.00015676725906749606,0.0
27,29157.4277418676,0.010078990854736373,0.010314259305593668,0.01010009204677061,0.00021416725882305863,0.0
28,29157.741085344,0.00944458665061156,0.008244451158559478,0.008067972398747892,0.00017647875981158514,0.0
29,29158.0022100843,0.009138182480625374,0.007375613709368676,0.0072051609140069495,0.00017045279536172646,0.0
30,29158.2633395307,0.012437252007763532,0.010099886958342826,0.00988654840077292,0.00021333855756990576,0.0
31,29158.5767010786,0.01073776802040934,0.009866198808975496,0.009671917981258387,0.00019428082771710798,0.0
32,29158.8378408789,0.012625620723241544,0.010522367473337624,0.010350164485924166,0.00017220298741345768,0.0
33,29159.0989853857,0.013224339225453673,0.00857769393754926,0.008396309403382745,0.00018138453416651499,0.0
34,29159.4123650067,0.01238376015778524,0.010859697411255823,0.010648358332411208,0.00021133907884461395,0.0
35,29159.6735198683,0.011811560574345044,0.010300088505702737,0.01009920842700417,0.00020088007869856645,0.0
36,29159.9869119155,0.012948707975936802,0.011231311033790282,0.011011165929591242,0.00022014510419903906,0.0
37,29160.2480771325,0.015074703325319325,0.010625961666342108,0.010377091258767344,0.0002488704075747639,0.0
38,29160.5614816065,0.014465635669723951,0.011022515872495326,0.010828563210094205,0.0001939526624011216,0.0
39,29160.8226571796,0.013983632008204171,0.011201159443942146,0.010985269072086055,0.00021589037185609005,0.0
40,29161.0838374601,0.014123243053994821,0.01276307338428828,0.012511060563467341,0.00025201282082093783,0.0
41,29161.3972600109,0.013551370652205262,0.01376339936937553,0.013503563372657979,0.00025983599671755076,0.0
42,29161.6584506484,0.013533874163430371,0.014174515569298492,0.013934285790033613,0.00024022977926487898,0.0
43,29161.9196459938,0.014100120282530175,0.012900771784380819,0.012641777360318742,0.0002589944240620774,0.0
44,29162.2330866228,0.015036582839215286,0.01468131391860064,0.014426142416617832,0.0002551715019828084,0.0
45,29162.494292326,0.015852748215706525,0.0157998390374128,0.015565520596944096,0.00023431844046870593,0.0
46,29162.7555027376,0.014469589952031597,0.01469255190642213,0.01444621651600828,0.00024633539041384874,0.0
47,29163.0689614465,0.014130605837888636,0.015286566629039999,0.015039830098299898,0.0002467365307401012,0.0
48,29163.3301822168,0.013336369278640629,0.015915613529640382,0.015665252560407662,0.0002503609692327194,0.0
49,29163.5914076957,0.015874923598826706,0.015661925050421206,0.015398199211042081,0.0002637258393791252,0.0
50,29163.9048844861,0.016761171929660156,0.014443125911973559,0.014189297816809018,0.00025382809516454134,0.0
51,29164.2183680574,0.016397427198166118,0.01434265601834643,0.014079654753899799,0.00026300126444663257,0.0
52,29164.4796095469,0.016439072471952962,0.017061167838582185,0.01676552922682285,0.00029563861175933544,0.0
53,29164.7408557457,0.017216582668882895,0.01818496570757365,0.017896577327212903,0.0002883883803607466,0.0
54,29165.0021066539,0.0170705487310737,0.018318618244375317,0.018003789242577447,0.0003148290017978712,0.0
55,29165.2633622715,0.018717563015516296,0.018134280726925637,0.017852661256773688,0.00028161947015195035,0.0
56,29165.5768752295,0.016151687973025228,0.018325362108748168,0.01802486883780523,0.0003004932709429355,0.0
57,29165.8381412086,0.018163932747465156,0.01981577594408782,0.01949351922640486,0.000322256717682958,0.0
58,29166.1516666006,0.018749836521604002,0.01893796111076488,0.018601694259117986,0.0003362668516468922,0.0
59,29166.4129429417,0.01864296996846985,0.01900997420824641,0.018654779313792415,0.00035519489445399343,0.0
60,29166.7264807685,0.017072835422226713,0.020979256588384124,0.020603979563908414,0.00037527702447570914,0.0
61,29166.9877674723,0.017221734702523937,0.019045647894657673,0.018707751953194518,0.00033789594146315635,0.0
62,29167.2490588865,0.0178439556682045,0.020340424262092326,0.02000067731526718,0.0003397469468251464,0.0
63,29167.5103550113,0.020960111579175638,0.02008326529356722,0.019750630385151922,0.000332634908415296,0.0
64,29167.8239165793,0.020524783297244525,0.01963010032867171,0.019290873068542783,0.000339227260128925,0.0
65,29168.0852230679,0.022120143635862084,0.021911949991499195,0.02153137672921966,0.00038057326227953326,0.0
66,29168.3465342676,0.021618391118630554,0.020274465922378117,0.01986538829018101,0.00040907763219710726,0.0
67,29168.6601139259,0.022506303803547813,0.019647650860477168,0.019255061803434476,0.00039258905704269207,0.0
68,29168.9214354902,0.023634829446695146,0.02321684965050099,0.022823631501732226,0.00039321814876876475,0.0
69,29169.182761766,0.02100300513972996,0.02405770680616973,0.02366791843047299,0.00038978837569673817,0.0
70,29169.4963595162,0.022276871226145162,0.023975242457830167,0.023586417576865474,0.0003888248809646913,0.0
71,29169.7576961576,0.024172546811436046,0.02380680627503472,0.02340312543146473,0.00040368084356999224,0.0
72,29170.0190375108,0.02448575442098983,0.025099408085418003,0.024685461819251006,0.0004139462661669981,0.0
73,29170.3326533545,0.024872208057715534,0.026124413567907033,0.025661454434561134,0.0004629591333458975,0.0
74,29170.5940050742,0.026649758988151293,0.026857337546458297,0.0263980050563628,0.00045933249009549935,0.0
75,29170.8553615061,0.026294018531671397,0.026510876655942203,0.026038432411890484,0.00047244424405171713,0.0
76,29171.1689954448,0.02658188284770833,0.024893613460573276,0.024430401476567123,0.0004632119840061535,0.0
77,29171.4303622441,0.02716108876713206,0.026880073392960245,0.02637323435497471,0.0005068390379855332,0.0
78,29171.6917337561,0.028556949376537716,0.02669166573704737,0.026192487085291972,0.0004991786517553997,0.0
79,29172.0053857913,0.027633537330943727,0.028821856419687163,0.02830345021661392,0.0005184062030732463,0.0
80,29172.2667676716,0.027295756575806695,0.02832202088711518,0.027801820291447617,0.0005202005956675631,0.0
81,29172.5281542649,0.028998403036476283,0.030719310546503422,0.030157370078777848,0.0005619404677255753,0.0
82,29172.8418243983,0.029781360057015642,0.032903980852649624,0.032352022160493876,0.0005519586921557479,0.0
83,29173.1032213607,0.02899480705126764,0.032997672838199744,0.03243492837462298,0.0005627444635767644,0.0
84,29173.4169039375,0.03114041478996041,0.03183975574020542,0.031244989802519607,0.0005947659376858139,0.0
85,29173.6783112698,0.0308243837229751,0.033751711121443616,0.033153318461341404,0.0005983926601022111,0.0
86,29173.9397233158,0.0332855230475075,0.03282566980310031,0.03221542420655695,0.0006102455965433571,0.0
87,29174.2011400757,0.03373820831811523,0.03260097875862353,0.03198835743000315,0.000612621328620372,0.0
88,29174.4625615496,0.03544248970177348,0.031050606520881388,0.03043089046221395,0.0006197160586674376,0.0
89,29174.7762735409,0.03325994326966144,0.03457636512345745,0.033960480215925425,0.0006158849075320279,0.0
90,29175.037705386,0.03491693148646235,0.03452207338338153,0.03386947114134278,0.0006526022420387483,0.0
91,29175.2991419456,0.0351305550331273,0.03593772481787877,0.03527734338250528,0.0006603814353734859,0.0
92,29175.6128720402,0.038804320172855275,0.03692793753536519,0.036263190052590544,0.0006647474827746497,0.0
93,29175.8743189719,0.03967324275512154,0.03778026541943078,0.037131975411779615,0.0006482900076511667,0.0
94,29176.1357706184,0.03842394396248821,0.03971423966949358,0.039024090840025415,0.0006901488294681606,0.0
95,29176.3972269799,0.03941006834652385,0.04007671636292872,0.039362128714696965,0.0007145876482317588,0.0
96,29176.7109808375,0.04135371000903111,0.03954605314281057,0.038808929354189864,0.0007371237886207037,0.0
97,29176.9724475722,0.04152741182834102,0.04056815735978063,0.03981528773065974,0.0007528696291208903,0.0
98,29177.2339190223,0.04233192762550784,0.04222558935449511,0.04147454992665156,0.0007510394278435461,0.0
99,29177.5476909869,0.0425587550319191,0.04416431404256428,0.04338586308929668,0.0007784509532676029,0.0
100,29177.8091728112,0.04325442358563587,0.04255989134874012,0.04175372060379992,0.0008061707449402018,0.0
101,29178.0706593513,0.04536663136682404,0.04641347526505085,0.045598547247607826,0.0008149280174430231,0.0
102,29178.3844494243,0.045824295836431585,0.04846571350647867,0.04760522573870703,0.0008604877677716476,0.0
103,29178.6982462885,0.046072536756149945,0.04776034270177217,0.04686555954710124,0.0008947831546709305,0.0
104,29178.9597488631,0.04818022084696402,0.04854682544865776,0.04761695429667966,0.0009298711519780989,0.0
105,29179.221256154,0.04831801916879295,0.04908448301716391,0.04817522559583764,0.0009092574213262687,0.0
106,29179.5350711288,0.04960203311372573,0.047783269915355406,0.046838098977886405,0.0009451709374690018,0.0
107,29179.796588796,0.05178535448213917,0.052609639574271484,0.0516162285864501,0.00099341098782139,0.0
108,29180.05811118,0.05230062749741281,0.05394241539638559,0.05295196730962224,0.0009904480867633507,0.0
109,29180.3196382808,0.05564754543503855,0.053300268697563935,0.05230655282757169,0.0009937158699922437,0.0
110,29180.6334770282,0.055023197490934685,0.05425356128368597,0.05323754162912727,0.0010160196545587006,0.0
111,29180.8950145066,0.05686859073900305,0.053389545264367254,0.052365952984720784,0.0010235922796464727,0.0
112,29181.1565567022,0.05744778375563704,0.0559513899592194,0.05489164246573157,0.001059747493487834,0.0
113,29181.4181036152,0.05882487941560294,0.056632857473574535,0.05553019324871733,0.001102664224857209,0.0
114,29181.6796552457,0.058469709218374126,0.05859320026710571,0.05748559151808969,0.0011076087490160171,0.0
115,29181.9412115938,0.06203159510264453,0.060481521710567365,0.05933551531073674,0.0011460063998306221,0.0
116,29182.255085439,0.06301368866262315,0.06263692241128085,0.06145691570982964,0.0011800067014512167,0.0
117,29182.5166521664,0.06381261030024687,0.06303580001249064,0.0617959262488734,0.001239873763617233,0.0
118,29182.7782236118,0.06639326672933972,0.06643548664652578,0.06518052739785782,0.0012549592486679547,0.0
119,29183.0397997755,0.066911624417131,0.06820889935284803,0.06693152933148176,0.0012773700213662743,0.0
120,29183.3536974,0.0681462130126099,0.0683844356493833,0.06708744129557563,0.0012969943538076686,0.0
121,29183.5629662577,0.07004109558326671,0.06984978368670249,0.06852258097592161,0.0013272027107808751,0.0
122,29183.8768752066,0.07183249212105909,0.07264971529708855,0.07130850129563453,0.0013412140014540297,0.0
123,29184.138471188,0.07529702182014042,0.07406042667944619,0.07268515998527064,0.0013752666941755488,0.0
124,29184.4000718882,0.07681709412737724,0.07654738818912672,0.07510498412197222,0.0014424040671545011,0.0
125,29184.6616773073,0.0781864094075842,0.0774539757835739,0.0759762621831343,0.001477713600439589,0.0
126,29184.9756100395,0.08137699133348059,0.08118238598715301,0.0796392542206654,0.0015431317664876146,0.0
127,29185.2372258408,0.08276944937070452,0.08242429598222024,0.08083865448707508,0.0015856414951451636,0.0
128,29185.4988463615,0.08444452047896009,0.08409179886610076,0.08246871947121392,0.0016230793948868317,0.0
129,29185.7604716017,0.08713753124751845,0.0868784657505481,0.0852272332009722,0.0016512325495759074,0.0
130,29186.0221015615,0.08804562747206209,0.0887972727006325,0.08710786682253142,0.0016894058781010822,0.0
131,29186.2837362411,0.09038775219846042,0.08854640561456488,0.08677699598336834,0.0017694096311965336,0.0
132,29186.5453756405,0.09257598111621307,0.09386789297802481,0.09205595248527293,0.0018119404927518742,0.0
133,29186.8593491503,0.09610146926993547,0.09641348265848261,0.09449986477113655,0.0019136178873460663,0.0
134,29187.1209989339,0.09809879286520395,0.09742536675933952,0.0954709385380751,0.0019544282212644163,0.0
