,Enregy,Sample,Fit,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0001,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0031,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0050
0,29149.8573346925,0.006344291593198283,0.0056410619636463825,0.0,0.0008385755267157576,0.004802486436930624
1,29150.1183173677,0.005063304651762685,0.0057623828078560944,0.0,0.0008258853387984534,0.004936497469057641
2,29150.4315027851,0.005060675669876342,0.006293326782115722,0.0,0.0010371015233989315,0.005256225258716791
3,29150.6924958056,0.00487514838835407,0.007574144406631287,0.0,0.0009585348593082002,0.006615609547323088
4,29150.9534935286,0.005254197008665241,0.008207318833845014,0.0,0.0006402135632877935,0.007567105270557221
5,29151.2666970039,0.00509304585465022,0.007047730464234806,0.0,0.0012022356656004889,0.005845494798634317
6,29151.527705073,0.0061957040439251446,0.006967530287463957,0.0,0.0010216306687736063,0.005945899618690351
7,29151.7887178451,0.006467688764458551,0.006685880135231999,0.0,0.0010352325336706657,0.005650647601561334
8,29152.1019393797,0.006653779532937115,0.005898069287345893,0.0,0.0008288460076902594,0.005069223279655634
9,29152.3629624988,0.007042100709194235,0.005218062186992209,0.0,0.0010607846816280818,0.004157277505364127
10,29152.6761964502,0.0071316804766003465,0.006181356131695763,0.0,0.000980730620296359,0.005200625511399403
11,29152.9372299169,0.008311004044107355,0.00662700479532876,0.0,0.0012161204581166319,0.005410884337212128
12,29153.2504762858,0.00868336470110877,0.006363439451550485,0.0,0.0010718282602708742,0.005291611191279611
13,29153.5115201007,0.0067758510445516205,0.007110763530811581,0.0,0.0009325600042612437,0.006178203526550337
14,29153.7725686195,0.0084099703857961,0.008056336211938013,0.0,0.0011506162385741428,0.006905719973363871
15,29154.0858330515,0.00707444355303583,0.006230586663121511,0.0,0.0011586220568853428,0.005071964606236168
16,29154.3468919194,0.008299057291601134,0.007177443971694267,0.0,0.001157725721967986,0.006019718249726281
