,Enregy,Sample,Fit,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0001,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0031,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0050
0,29149.752942939,0.005007074634694908,0.005797498416988737,0.0057793885110410175,1.8109905947719508e-05,0.0
1,29150.0139237334,0.007416746391302767,0.0067141441037519185,0.006697715971748179,1.6428132003739725e-05,0.0
2,29150.27490923,0.008522652748205248,0.004142116425439881,0.004123123487042472,1.8992938397409058e-05,0.0
3,29150.5880980331,0.004730804942689648,0.005269629985802992,0.005248168616842776,2.146136896021584e-05,0.0
4,29150.8490938751,0.004034483056667765,0.006767126344409713,0.006752782462640051,1.4343881769661905e-05,0.0
5,29151.162295093,0.004259224253439168,0.003570631975130489,0.0035495315946632833,2.1100380467205336e-05,0.0
6,29151.423301281,0.004420743425171609,0.0033679853942445285,0.003344918544162306,2.306685008222254e-05,0.0
7,29151.7365149144,0.007759677239226817,0.004543956713922684,0.004522919125595996,2.1037588326688567e-05,0.0
8,29151.997531449,0.008104899520628754,0.0033787043430571974,0.003360631813017618,1.8072530039579355e-05,0.0
9,29152.2585526868,0.006491955178149736,0.005275164585503397,0.005255702787292998,1.946179821039938e-05,0.0
10,29152.5717843805,0.005431603104070003,0.00663067495716004,0.006609925629010913,2.0749328149126935e-05,0.0
11,29152.8328159658,0.007981325242883506,0.004900329884947221,0.004877525426718443,2.2804458228777084e-05,0.0
12,29153.1460600769,0.008202328942772926,0.006633414361985705,0.00660954817331626,2.386618866944548e-05,0.0
13,29153.4071020102,0.006747900386957538,0.007950406658772752,0.007931047184654327,1.9359474118425976e-05,0.0
14,29153.6681486475,0.007934907517900294,0.006990256317948636,0.006968745162949796,2.1511154998840197e-05,0.0
15,29153.9814108215,0.0065531129302028104,0.006927531262668177,0.006903516390477404,2.401487219077262e-05,0.0
16,29154.2424678077,0.007194495117640013,0.009435307110158902,0.009410961863503287,2.434524665561478e-05,0.0
17,29154.5035294983,0.00664207713372514,0.009984525869626833,0.009965367981837942,1.9157887788892005e-05,0.0
18,29154.8168097368,0.007076520718435467,0.009946263857207715,0.009925780065535749,2.048379167196589e-05,0.0
19,29155.0778817772,0.007097303558435968,0.00786889197691074,0.007846258157547364,2.2633819363374463e-05,0.0
20,29155.3911744359,0.007493774410300203,0.00788016101980041,0.007854273314328057,2.5887705472352466e-05,0.0
21,29155.6522568268,0.007342805303766376,0.010880231838948928,0.010853349023451465,2.6882815497464426e-05,0.0
22,29155.9655619065,0.008077522876850134,0.00967132164656564,0.009648333099481701,2.2988547083939488e-05,0.0
23,29156.2266546485,0.007241771749394535,0.00859049765744826,0.00856634077492256,2.4156882525699648e-05,0.0
24,29156.5399721499,0.008886546665818602,0.01005825825400849,0.010029823078427688,2.8435175580802167e-05,0.0
25,29156.8010752437,0.006648918194191941,0.008063110596335828,0.008032892514217706,3.0218082118120773e-05,0.0
26,29157.1144051675,0.005833762746002684,0.01017393884343414,0.010146267972185995,2.7670871248144973e-05,0.0
27,29157.3755186136,0.007522650781300963,0.010774491046430926,0.010738051780215455,3.643926621547061e-05,0.0
28,29157.6366367656,0.009619056261837686,0.008744420402834924,0.008707456077100651,3.696432573427352e-05,0.0
29,29157.9499847597,0.00941646455215635,0.007277794796670834,0.007248303682460991,2.949111420984328e-05,0.0
30,29158.2111132649,0.010888577630771732,0.009444768494931822,0.009407570193527193,3.7198301404629986e-05,0.0
31,29158.4722464763,0.01100855538887393,0.010301016446770969,0.010263178085643136,3.7838361127833006e-05,0.0
32,29158.7856125423,0.012108711558631748,0.010373098241288249,0.010341820879844307,3.1277361443941446e-05,0.0
33,29159.0467561078,0.011682889343451942,0.008987021143382073,0.008955007454691022,3.201368869105154e-05,0.0
34,29159.30790438,0.013714994181468087,0.009625808300993058,0.009589292487670702,3.651581332235646e-05,0.0
35,29159.6212885195,0.013378120879815826,0.010585821996002569,0.010548957175860026,3.6864820142543706e-05,0.0
36,29159.8824471466,0.014305776032123156,0.010684591992428898,0.01064758632596474,3.7005666464158596e-05,0.0
37,29160.1436104808,0.013383449234771897,0.010951816333008207,0.010908006357793222,4.380997521498557e-05,0.0
38,29160.4570126953,0.013310845528984662,0.010722937015857095,0.010684235848290403,3.870116756669214e-05,0.0
39,29160.7181863854,0.011781876684648479,0.011069964410896544,0.011034586996348425,3.5377414548118675e-05,0.0
40,29160.979364783,0.013628601670248288,0.011959878280855138,0.01191630274577377,4.357553508136924e-05,0.0
41,29161.2927850741,0.012198837213517333,0.013529939125642706,0.013482847050352485,4.7092075290220804e-05,0.0
42,29161.5539738284,0.01429639076202409,0.014116606875884974,0.014071971662339146,4.4635213545827806e-05,0.0
43,29161.8151672907,0.013756134547500277,0.013422489496351196,0.013378016141550892,4.4473354800302744e-05,0.0
44,29162.1286056599,0.013730896591360809,0.013658057088117773,0.013610372575282002,4.7684512835770736e-05,0.0
45,29162.3898094798,0.01461262232502572,0.015687004051062495,0.015643813380936844,4.3190670125651494e-05,0.0
46,29162.651018008,0.014438670254929129,0.015205987733487364,0.015162931226032385,4.305650745497855e-05,0.0
47,29162.9644744568,0.014693792306769381,0.014826401633721372,0.014781495686716557,4.4905947004814144e-05,0.0
48,29163.2256933436,0.016710638432916248,0.015768619939809426,0.015724169775377505,4.4450164431919953e-05,0.0
49,29163.4869169391,0.01574677120352207,0.01585984258102719,0.015813161099851803,4.668148117538869e-05,0.0
50,29163.8003914692,0.016806150065581903,0.014862948926830141,0.014816252829603083,4.669609722705923e-05,0.0
51,29164.0616254241,0.015181914694912492,0.013951497630578144,0.01390614427347326,4.535335710488418e-05,0.0
52,29164.375112386,0.014010362300650748,0.0159034255068938,0.015851895990368237,5.1529516525562116e-05,0.0
53,29164.6363567011,0.01522409204546403,0.01795336458127506,0.01790106079804489,5.2303783230168057e-05,0.0
54,29164.8976057255,0.017282348568511352,0.0183016240463895,0.018246661479869832,5.496256651966773e-05,0.0
55,29165.1588594593,0.019308165769176676,0.018214526812040867,0.018160415551686484,5.411126035438405e-05,0.0
56,29165.4201179028,0.01747652579069427,0.018031519434218095,0.017981252296489385,5.026713772870996e-05,0.0
57,29165.7336342518,0.018236093650841768,0.019258969384062935,0.019202015464695375,5.6953919367559663e-05,0.0
58,29165.9949030568,0.01944920392773082,0.01969037218834692,0.019631069686814405,5.9302501532514035e-05,0.0
59,29166.3084318401,0.02038659049799427,0.018594504311709004,0.01853220879945248,6.229551225652089e-05,0.0
60,29166.5697110073,0.01917594573589885,0.02029526501056775,0.020228199199230357,6.706581133739398e-05,0.0
61,29166.8832522255,0.0186205138743384,0.019714607952846165,0.019651103035229833,6.350491761633308e-05,0.0
62,29167.0922834727,0.016308562408015304,0.01926797545958806,0.019207654371291155,6.0321088296904206e-05,0.0
63,29167.4058359961,0.017786583224791305,0.02044094898546851,0.02038023892361793,6.071006185058008e-05,0.0
64,29167.7193953029,0.020510703107250755,0.019327457028514464,0.01926771134168557,5.9745686828896455e-05,0.0
65,29167.9806999071,0.022304123430208798,0.021142294420606323,0.021077025124207706,6.526929639861835e-05,0.0
66,29168.2420092224,0.02197024702015061,0.021224810949236266,0.02115226447170656,7.254647752970792e-05,0.0
67,29168.5033232487,0.023156539953128618,0.019121217063717173,0.019048611935043744,7.260512867342986e-05,0.0
68,29168.8169062991,0.0234119565495326,0.02175292546065329,0.021682360837772002,7.056462288128606e-05,0.0
69,29169.0782306903,0.02372435526481416,0.02404015733989119,0.02396951546398335,7.06418759078411e-05,0.0
70,29169.339559793,0.02363665705343532,0.02399483119671534,0.023925169827757036,6.966136895830494e-05,0.0
71,29169.6531609356,0.025904779105403165,0.023768169773923885,0.023696388908996977,7.178086492690902e-05,0.0
72,29169.9145004041,0.02437796301727258,0.024423923935775103,0.024350774869904602,7.314906587050168e-05,0.0
73,29170.1758445845,0.025960994146804754,0.02573313682555764,0.025653163380247417,7.997344531022401e-05,0.0
74,29170.4894638208,0.02471013193263799,0.026556716714284865,0.026474138167391234,8.257854689363226e-05,0.0
75,29170.7508183678,0.025551650209285466,0.026825984517298687,0.026741193000364916,8.479151693377216e-05,0.0
76,29171.0121776272,0.025444998088148037,0.025397039746954272,0.025314479382340247,8.256036461402382e-05,0.0
77,29171.3258149589,0.026727753263906362,0.025922505491183422,0.02583306503762722,8.944045355620263e-05,0.0
78,29171.5871845857,0.02877645975123581,0.02691361423700197,0.02682365306629571,8.996117070625938e-05,0.0
79,29171.8485589254,0.029124915874451263,0.027454019464146776,0.027361580955434037,9.243850871273945e-05,0.0
80,29172.1622143539,0.028876033735999975,0.02853389963478678,0.028441629433219356,9.227020156742574e-05,0.0
81,29172.423599062,0.028977028033148333,0.029280259261431164,0.029181262471817362,9.899678961380153e-05,0.0
82,29172.6849884832,0.030610210909152415,0.03219871775218012,0.0320977440508016,0.00010097370137851908,0.0
83,29172.9986620101,0.03489439190137078,0.03311060307581948,0.033011071030698065,9.953204512141631e-05,0.0
84,29173.2600618007,0.031774999340689954,0.03214539255339829,0.032039876270789,0.00010551628260929211,0.0
85,29173.5214663048,0.03045018627620225,0.032472561342049115,0.0323655600178664,0.00010700132418271912,0.0
86,29173.8351579317,0.031167174770356357,0.03334591759033476,0.03323642187634155,0.00010949571399320976,0.0
87,29174.0965728061,0.03112807047825426,0.032508514181880485,0.03239874177230602,0.00010977240957446766,0.0
88,29174.3579923943,0.03466183155275385,0.031556263460799414,0.03144436717493997,0.00011189628585944319,0.0
89,29174.6717021229,0.03382483664423202,0.03307979524692977,0.03297017453753625,0.00010962070939352249,0.0
90,29174.9331320823,0.036511378651329245,0.03474771721719283,0.0346320611659788,0.0001156560512140294,0.0
91,29175.2468542565,0.03824258582824385,0.0354075467830748,0.0352892491118299,0.00011829767124489629,0.0
92,29175.5082945877,0.03636732362828065,0.03674802873521555,0.03662667639757847,0.00012135233763708214,0.0
93,29175.7697396335,0.03636160984256589,0.03723404086210209,0.03711753079381375,0.00011651006828833935,0.0
94,29176.031189394,0.037233867059423414,0.03888759136686759,0.03876635762110735,0.00012123374576024298,0.0
95,29176.2926438695,0.03788112121621199,0.04012589873507169,0.03999855855238488,0.00012734018268681038,0.0
96,29176.6063954639,0.04094606233857696,0.039515960884940034,0.039384690773085956,0.00013127011185407405,0.0
97,29176.9201538481,0.04188701069677119,0.04016319084264976,0.04002775598471321,0.0001354348579365471,0.0
